DOWN,200.21053314208984,145.68421173095703,120.0,169.30526733398438,186.35790252685547,188.84210968017578,197.13684844970703,DOWN,200.3789520263672,148.3789520263672,79.49473571777344,107.91578674316406,146.14736938476563,146.44210815429688,177.30526733398438,200.63157653808594
SLASH,198.10525512695313,169.8105239868164,169.89473724365234,198.14736938476563,DOWN,201.5999984741211,152.88421630859375,95.15789794921875,97.34737396240234,113.51579284667969,153.89474487304688,195.49474334716797,DOWN,201.64210510253906,165.5157928466797,97.51579284667969,95.49474334716797,128.75789642333984,157.68421173095703,191.95790100097656,DOWN,201.47368621826172,116.80000305175781,81.13684844970703,124.75789642333984,153.22105407714844,193.68421173095703,DOWN,201.55789947509766,181.2631607055664,97.34736633300781,54.90526580810547,87.32632446289063,106.73684692382813,142.14736938476563,185.30525970458984,200.88421630859375,DOWN,200.75789642333984,178.73684692382813,93.97895050048828,60.21052551269531,70.56842041015625,120.63157653808594,195.70526123046875,DOWN,200.25263214111328,168.96842193603516,84.0,39.41053009033203,53.51579284667969,114.35789489746094,185.47368621826172,201.55789947509766,DOWN,201.05264282226563,154.77896118164063,83.28421783447266,74.10527038574219,104.25263977050781,159.5368423461914,201.09473419189453,DOWN,200.63158416748047,170.06316375732422,118.23158264160156,100.96842193603516,97.2631607055664,130.02105712890625,185.4736785888672,200.84209442138672,DOWN,198.7789535522461,166.6526336669922,112.08421325683594,75.66316223144531,133.47368621826172,201.97894287109375
