time,step,Galaxy-S5-atonomura,nexus7-2012-hmurakami,nexus7-2013-haida
0,0,0.0,0.0,0.0
3,1,0.0,0.0,0.0
6,2,0.0,0.0,0.0
9,3,0.0,0.0,0.0
