0,0,0,2,
1,0,0,1,
2,0,0,1,
3,0,0,1,
4,0,0,1,
5,0,0,2,
6,0,0,1,
7,0,0,2,
8,0,0,1,
9,0,0,1,
10,0,0,1,
11,22,16,13,
12,31,21,17,
13,31,23,19,
14,31,23,20,
15,31,22,18,
16,31,23,20,
17,31,22,19,
18,31,23,19,
19,31,22,18,
20,31,23,20,
21,31,22,18,
22,31,22,17,
23,31,22,19,
24,31,22,17,
25,31,23,19,
26,31,22,18,
27,31,23,20,
28,31,22,18,
29,31,23,19,
30,31,23,20,
31,31,22,18,
32,31,22,18,
33,31,23,20,
34,31,22,18,
35,31,23,19,
36,31,23,20,
37,31,22,17,
38,31,23,20,
39,31,22,18,
40,31,23,19,
41,31,24,20,
42,31,22,18,
43,31,23,20,
44,31,22,19,
45,31,22,18,
46,31,23,20,
47,31,22,18,
48,31,23,20,
49,31,23,20,
50,31,22,18,
51,31,23,20,
52,31,22,19,
53,31,22,18,
54,31,23,19,
55,31,22,19,
56,31,22,17,
57,31,23,20,
58,31,22,18,
59,32,23,20,
60,32,22,18,
61,32,23,19,
62,32,24,20,
63,32,23,18,
64,32,24,20,
65,32,23,19,
66,33,25,21,
67,34,24,20,
68,34,25,21,
69,34,24,20,
70,35,26,22,
71,35,25,20,
72,36,27,23,
73,37,27,21,
74,37,27,22,
75,38,29,25,
76,39,29,23,
77,40,30,25,
78,41,30,24,
79,41,32,27,
80,42,33,28,
81,43,33,28,
82,45,35,29,
83,46,35,28,
84,47,37,32,
85,48,37,30,
86,50,39,33,
87,51,39,33,
88,52,42,36,
89,54,42,35,
90,56,45,38,
91,57,45,37,
92,59,47,40,
93,61,48,39,
94,62,51,43,
95,64,51,42,
96,67,54,46,
97,69,56,47,
98,71,57,47,
99,73,60,51,
100,75,60,50,
101,77,64,55,
102,80,64,53,
103,82,68,57,
104,85,69,57,
105,87,71,60,
106,90,74,61,
107,92,76,63,
108,95,80,69,
109,98,82,70,
110,101,85,72,
111,104,86,73,
112,107,90,77,
113,110,92,79,
114,113,94,79,
115,116,97,82,
116,119,101,87,
117,123,103,87,
118,126,108,93,
119,130,109,92,
120,133,113,97,
121,136,116,100,
122,140,118,100,
123,144,123,107,
124,147,125,106,
125,151,130,112,
126,155,133,115,
127,159,135,116,
128,163,139,119,
129,167,144,124,
130,171,148,128,
131,176,150,129,
132,180,154,131,
133,182,158,137,
134,189,161,138,
135,193,167,145,
136,197,169,145,
137,202,176,153,
138,207,178,153,
139,209,182,159,
140,216,186,160,
141,221,193,168,
142,226,195,168,
143,231,200,173,
144,236,204,176,
145,240,209,182,
146,244,211,182,
147,251,220,192,
148,257,222,191,
149,262,229,200,
150,268,232,200,
151,273,239,209,
152,276,240,207,
153,283,248,217,
154,289,251,217,
155,295,259,226,
156,301,261,226,
157,305,268,234,
158,310,270,233,
159,316,277,242,
160,324,283,244,
161,328,288,252,
162,336,293,254,
163,342,301,263,
164,346,304,265,
165,353,309,268,
166,361,318,278,
167,367,321,278,
168,374,329,288,
169,377,329,286,
170,384,337,292,
171,391,344,301,
172,397,348,301,
173,403,356,311,
174,412,361,313,
175,417,368,322,
176,427,375,325,
177,432,381,334,
178,440,389,340,
179,447,393,342,
180,452,400,350,
181,457,403,353,
182,466,410,358,
183,473,416,361,
184,479,422,368,
185,487,431,377,
186,495,436,379,
187,503,445,390,
188,510,449,391,
189,519,460,403,
190,526,465,406,
191,530,467,406,
192,540,478,418,
193,548,485,424,
194,555,489,426,
195,562,498,437,
196,569,504,441,
197,580,512,446,
198,587,520,456,
199,597,527,459,
200,602,533,467,
201,609,537,468,
202,616,544,475,
203,626,553,483,
204,634,562,493,
205,640,566,494,
206,649,576,505,
207,659,584,512,
208,668,591,516,
209,676,600,526,
210,683,604,528,
211,690,610,533,
212,699,618,541,
213,708,627,548,
214,718,638,560,
215,722,639,558,
216,734,650,568,
217,742,659,578,
218,752,668,585,
219,761,674,590,
220,768,683,599,
221,778,688,602,
222,788,700,615,
223,798,706,618,
224,803,713,627,
225,814,721,631,
226,822,730,641,
227,830,736,644,
228,840,745,653,
229,852,757,664,
230,859,762,667,
231,869,773,679,
232,874,777,682,
233,882,782,684,
234,895,796,699,
235,905,803,702,
236,912,809,709,
237,922,820,720,
238,934,831,730,
239,942,837,736,
240,952,845,740,
241,959,851,746,
242,966,859,755,
243,966,860,755,
244,966,857,750,
245,966,859,755,
246,965,858,754,
247,965,858,754,
248,965,858,752,
249,965,856,750,
250,965,858,754,
251,965,858,754,
252,965,856,750,
253,965,858,753,
254,965,857,752,
255,965,856,749,
256,964,858,754,
257,964,856,749,
258,964,858,753,
259,964,856,750,
260,964,856,751,
261,964,857,753,
262,964,855,750,
263,964,857,754,
264,964,855,749,
265,963,857,753,
266,964,855,749,
267,963,855,749,
268,963,855,749,
269,963,857,753,
270,963,854,748,
271,954,849,746,
272,947,840,736,
273,936,831,728,
274,925,822,723,
275,918,815,713,
276,909,806,706,
277,900,799,699,
278,892,793,696,
279,882,782,684,
280,873,776,681,
281,863,768,675,
282,854,757,663,
283,844,751,659,
284,836,742,651,
285,827,734,643,
286,817,725,634,
287,811,720,632,
288,801,709,621,
289,789,702,617,
290,784,695,608,
291,773,686,602,
292,761,675,591,
293,750,664,581,
294,744,661,580,
295,736,651,569,
296,729,648,569,
297,721,638,558,
298,713,633,556,
299,702,622,543,
300,693,615,539,
