DC,CD,34486366863
AB,AB,3865839522
AC,AC,4497745430
BD,BD,48444381349
AD,AD,51294384674
BC,BCD,5586657363388985
BA,BA,6038861017
DB,BD,64593396614
DA,AD,68039400123

