0,0,0,1,
1,0,1,2,
2,0,0,1,
3,0,0,1,
4,0,0,1,
5,0,0,1,
6,0,0,1,
7,0,0,1,
8,0,0,1,
9,0,1,2,
10,0,0,1,
11,22,16,14,
12,30,21,17,
13,30,23,20,
14,30,21,17,
15,30,23,20,
16,30,22,17,
17,30,23,20,
18,30,22,18,
19,30,23,20,
20,30,21,17,
21,30,23,19,
22,30,22,18,
23,30,22,19,
24,30,23,20,
25,30,22,18,
26,30,23,19,
27,30,22,17,
28,30,22,18,
29,30,23,20,
30,30,23,19,
31,30,22,18,
32,30,23,19,
33,30,23,20,
34,30,22,17,
35,31,23,20,
36,30,22,17,
37,30,22,18,
38,30,23,20,
39,30,22,17,
40,31,23,19,
41,31,23,20,
42,31,22,17,
43,30,22,18,
44,31,23,20,
45,31,22,18,
46,31,23,19,
47,31,22,17,
48,31,23,19,
49,31,22,18,
50,31,23,19,
51,31,23,20,
52,31,22,18,
53,31,23,20,
54,31,22,17,
55,31,23,20,
56,31,22,17,
57,31,22,18,
58,31,24,20,
59,31,22,18,
60,31,23,20,
61,31,22,18,
62,31,23,20,
63,31,24,20,
64,31,23,18,
65,32,24,21,
66,32,23,19,
67,33,25,21,
68,33,24,19,
69,34,26,22,
70,34,26,22,
71,35,25,21,
72,35,28,24,
73,36,27,22,
74,37,28,23,
75,38,30,26,
76,39,29,23,
77,40,31,27,
78,40,30,25,
79,41,31,25,
80,42,34,29,
81,43,34,29,
82,44,35,30,
83,46,35,29,
84,47,37,31,
85,48,37,30,
86,50,39,32,
87,51,42,36,
88,52,41,34,
89,53,44,37,
90,55,43,35,
91,57,46,39,
92,58,48,40,
93,61,48,40,
94,63,52,44,
95,64,51,42,
96,66,55,47,
97,69,55,46,
98,70,58,49,
99,72,59,49,
100,75,63,53,
101,78,64,53,
102,80,65,55,
103,83,70,60,
104,85,70,59,
105,88,73,62,
106,90,76,66,
107,93,77,65,
108,96,81,70,
109,99,83,71,
110,102,85,72,
111,105,89,77,
112,107,89,76,
113,109,93,80,
114,113,96,83,
115,116,98,83,
116,119,102,89,
117,123,104,89,
118,126,108,93,
119,130,113,97,
120,133,112,96,
121,136,117,101,
122,140,120,103,
123,144,122,104,
124,147,127,110,
125,151,130,113,
126,155,132,113,
127,159,138,120,
128,163,142,123,
129,167,143,123,
130,171,149,130,
131,176,151,130,
132,180,157,136,
133,184,159,137,
134,189,164,142,
135,193,168,146,
136,198,171,147,
137,202,177,154,
138,207,181,158,
139,212,183,158,
140,216,190,165,
141,221,192,165,
142,226,198,173,
143,231,201,174,
144,236,206,179,
145,241,212,185,
146,246,214,185,
147,251,221,193,
148,257,224,193,
149,263,231,201,
150,268,234,203,
151,273,240,209,
152,278,243,211,
153,284,250,218,
154,290,254,221,
155,296,260,226,
156,302,264,229,
157,307,271,237,
158,312,275,241,
159,319,279,243,
160,325,287,251,
161,330,292,255,
162,337,298,261,
163,343,301,261,
164,349,309,270,
165,356,313,272,
166,361,319,279,
167,367,322,280,
168,375,331,290,
169,380,335,293,
170,388,341,297,
171,395,349,306,
172,399,351,306,
173,407,359,312,
174,415,367,322,
175,420,370,322,
176,428,379,332,
177,433,381,332,
178,441,389,339,
179,449,398,349,
180,455,402,351,
181,461,406,354,
182,468,415,364,
183,475,421,369,
184,485,428,373,
185,492,436,381,
186,500,444,389,
187,507,450,395,
188,513,453,395,
189,520,460,403,
190,528,469,412,
191,535,473,413,
192,542,479,418,
193,548,486,426,
194,558,496,435,
195,566,501,438,
196,574,508,444,
197,582,517,454,
198,590,522,457,
199,600,532,466,
200,607,540,474,
201,614,543,475,
202,619,551,484,
203,627,555,486,
204,635,565,496,
205,647,574,503,
206,655,582,510,
207,661,588,516,
208,669,593,520,
209,679,602,528,
210,688,612,538,
211,696,617,540,
212,702,625,549,
213,711,631,553,
214,723,642,562,
215,731,649,568,
216,738,655,575,
