0,0,0,1,
1,0,0,1,
2,0,0,2,
3,0,0,1,
4,0,0,2,
5,0,0,2,
6,0,0,1,
7,0,0,2,
8,0,0,1,
9,0,0,1,
10,0,0,1,
11,13,7,6,
12,31,23,20,
13,32,22,18,
14,32,23,20,
15,32,22,18,
16,32,23,20,
17,32,22,18,
18,32,22,18,
19,32,24,20,
20,32,22,18,
21,32,22,18,
22,32,24,21,
23,32,22,19,
24,32,23,20,
25,32,22,18,
26,32,23,20,
27,32,22,18,
28,32,23,19,
29,32,23,20,
30,32,22,18,
31,32,24,20,
32,32,22,18,
33,32,24,20,
34,32,23,20,
35,32,22,19,
36,32,24,20,
37,32,23,19,
38,32,23,20,
39,32,23,20,
40,32,23,19,
41,32,24,20,
42,32,22,18,
43,32,24,20,
44,32,22,18,
45,32,24,20,
46,32,22,18,
47,32,23,20,
48,32,22,18,
49,32,24,20,
50,32,22,18,
51,32,22,17,
52,32,24,20,
53,32,22,17,
54,32,24,20,
55,32,22,18,
56,32,23,20,
57,32,22,18,
58,32,24,20,
59,32,22,19,
60,32,24,20,
61,32,22,18,
62,32,24,21,
63,32,23,19,
64,33,24,21,
65,33,23,19,
66,33,25,21,
67,34,24,20,
68,34,25,22,
69,34,25,21,
70,35,27,23,
71,36,27,23,
72,36,26,22,
73,37,28,24,
74,38,28,24,
75,39,28,23,
76,39,30,26,
77,40,30,24,
78,41,30,24,
79,42,32,27,
80,43,32,27,
81,44,34,29,
82,45,34,27,
83,47,37,31,
84,48,37,32,
85,49,37,31,
86,50,40,33,
87,52,41,35,
88,53,43,36,
89,55,44,38,
90,57,45,38,
91,58,47,40,
92,59,46,38,
93,61,48,39,
94,63,52,44,
95,65,52,43,
96,67,55,47,
97,70,56,47,
98,72,57,47,
99,74,60,52,
100,75,61,51,
101,78,65,55,
102,81,65,55,
103,83,69,59,
104,85,70,58,
105,88,73,62,
106,91,76,65,
107,93,77,64,
108,96,81,69,
109,97,80,68,
110,102,86,73,
111,105,88,76,
112,108,89,75,
113,111,94,81,
114,114,97,83,
115,117,99,85,
116,118,99,83,
117,123,104,90,
118,126,105,90,
119,129,110,93,
120,133,113,98,
121,138,118,102,
122,141,120,103,
123,144,121,104,
124,146,126,109,
125,150,127,108,
126,155,133,116,
127,158,134,115,
128,163,141,122,
129,167,142,121,
130,171,148,128,
131,175,151,129,
132,181,155,133,
133,186,161,139,
134,190,165,143,
135,194,167,143,
136,197,170,148,
137,202,174,150,
138,205,178,155,
139,210,182,158,
140,214,187,162,
141,221,192,166,
142,227,198,172,
143,231,200,172,
144,236,205,177,
145,240,209,180,
146,244,213,184,
147,249,217,189,
148,256,222,192,
149,261,229,199,
150,267,231,199,
151,271,237,207,
152,278,241,208,
153,283,248,216,
154,290,252,218,
155,294,258,225,
156,300,261,226,
157,305,267,233,
158,310,272,237,
159,316,276,238,
160,322,281,243,
161,327,285,247,
162,335,295,258,
163,341,298,258,
164,347,305,267,
165,353,309,269,
166,360,315,273,
167,366,322,281,
168,373,326,282,
169,379,333,291,
170,384,336,291,
171,391,345,301,
172,397,348,302,
173,403,355,311,
174,410,362,316,
175,417,366,318,
176,424,374,328,
