startTime,nowTime,nanoTime,lx
1469517472225,1469518569525,10386362044251,465.0
1469517472225,1469518569658,10386495579825,462.0
1469517472225,1469518569724,10386561329565,465.0
1469517472225,1469518569792,10386629612429,462.0
1469517472225,1469518569926,10386763188419,465.0
1469517472225,1469518570061,10386898615710,467.0
1469517472225,1469518570195,10387032556596,465.0
1469517472225,1469518570731,10387568717324,462.0
1469517472225,1469518570800,10387636980450,465.0
1469517472225,1469518570865,10387702477481,467.0
1469517472225,1469518572276,10389113802949,465.0
1469517472225,1469518572477,10389314038522,462.0
1469517472225,1469518572814,10389651443991,467.0
1469517472225,1469518572948,10389785371022,465.0
1469517472225,1469518573082,10389919489303,462.0
1469517472225,1469518573228,10390065933990,465.0
1469517472225,1469518573619,10390456709614,467.0
1469517472225,1469518575029,10391866709042,465.0
1469517472225,1469518575096,10391933096646,462.0
1469517472225,1469518575432,10392269793312,465.0
1469517472225,1469518575567,10392404370187,467.0
1469517472225,1469518575633,10392470309407,125.0
1469517472225,1469518575700,10392537790239,459.0
1469517472225,1469518575768,10392605322167,465.0
1469517472225,1469518575970,10392807432634,462.0
1469517472225,1469518576036,10392873431541,465.0
1469517472225,1469518576242,10393079900394,90.0
1469517472225,1469518576304,10393141675551,460.0
1469517472225,1469518576371,10393208856488,467.0
1469517472225,1469518576505,10393342532740,470.0
1469517472225,1469518576575,10393412624458,467.0
1469517472225,1469518577312,10394149459145,470.0
1469517472225,1469518577379,10394216437426,24.0
1469517472225,1469518577446,10394283126489,334.0
1469517472225,1469518577514,10394351513103,467.0
1469517472225,1469518577782,10394619366488,465.0
1469517472225,1469518577916,10394753294562,462.0
1469517472225,1469518578050,10394887863051,465.0
1469517472225,1469518578117,10394954676436,462.0
1469517472225,1469518578251,10395088874874,465.0
1469517472225,1469518578320,10395157733988,467.0
1469517472225,1469518578453,10395290790187,465.0
1469517472225,1469518578856,10395693250811,462.0
1469517472225,1469518578922,10395759169978,465.0
1469517472225,1469518579057,10395894881280,462.0
1469517472225,1469518579126,10395963488884,467.0
1469517472225,1469518580468,10397305057998,465.0
1469517472225,1469518580604,10397441040550,462.0
1469517472225,1469518580668,10397505804665,465.0
1469517472225,1469518580736,10397573715810,462.0
1469517472225,1469518580870,10397707038935,465.0
1469517472225,1469518580937,10397774551800,462.0
1469517472225,1469518581004,10397841375811,465.0
1469517472225,1469518581070,10397907745706,467.0
1469517472225,1469518581273,10398110184717,465.0
1469517472225,1469518581415,10398252100186,462.0
1469517472225,1469518581543,10398380351904,465.0
1469517472225,1469518581609,10398446732373,462.0
1469517472225,1469518581677,10398514506904,465.0
1469517472225,1469518581945,10398782071018,467.0
1469517472225,1469518583221,10400058131902,465.0
1469517472225,1469518583293,10400130870757,462.0
1469517472225,1469518583758,10400595013674,465.0
1469517472225,1469518583831,10400668660653,467.0
1469517472225,1469518584024,10400861461070,465.0
1469517472225,1469518584091,10400928912111,462.0
1469517472225,1469518584159,10400996648413,465.0
1469517472225,1469518584297,10401134639247,462.0
1469517472225,1469518584361,10401198516121,465.0
1469517472225,1469518584495,10401332274715,462.0
1469517472225,1469518584563,10401399973100,465.0
1469517472225,1469518584764,10401601878725,467.0
1469517472225,1469518585973,10402809978047,465.0
1469517472225,1469518586040,10402877268412,462.0
1469517472225,1469518586106,10402943355236,465.0
1469517472225,1469518586172,10403009667943,462.0
1469517472225,1469518586577,10403414121329,465.0
slash
1469517472225,1469518586856,10403693779454,462.0
1469517472225,1469518586979,10403816914766,465.0
1469517472225,1469518587185,10404022095079,462.0
1469517472225,1469518587250,10404087438985,465.0
1469517472225,1469518587317,10404154483777,462.0
1469517472225,1469518587451,10404288152943,467.0
1469517472225,1469518587719,10404556547839,470.0
1469517472225,1469518587785,10404622401798,36.0
1469517472225,1469518587852,10404689072578,459.0
1469517472225,1469518587919,10404756937683,467.0
1469517472225,1469518588659,10405496832005,465.0
1469517472225,1469518588864,10405701823516,462.0
1469517472225,1469518588994,10405831786068,465.0
1469517472225,1469518589061,10405898006015,462.0
1469517472225,1469518589195,10406032743047,465.0
1469517472225,1469518589334,10406171399193,467.0
slash
1469517472225,1469518589531,10406368227317,462.0
1469517472225,1469518589617,10406454888880,465.0
1469517472225,1469518589934,10406771785443,462.0
1469517472225,1469518590070,10406907145390,465.0
1469517472225,1469518590271,10407108733828,467.0
1469517472225,1469518590472,10407309742264,465.0
1469517472225,1469518590538,10407375499921,65.0
1469517472225,1469518590604,10407441650911,10.0
1469517472225,1469518590673,10407510795963,94.0
1469517472225,1469518590740,10407577459869,470.0
1469517472225,1469518590807,10407644465286,467.0
1469517472225,1469518591478,10408315735858,465.0
1469517472225,1469518591545,10408382491171,462.0
slash
1469517472225,1469518592085,10408921968098,465.0
1469517472225,1469518592148,10408985923983,467.0
1469517472225,1469518592350,10409187654816,462.0
1469517472225,1469518592486,10409323897577,465.0
1469517472225,1469518592620,10409457001431,462.0
1469517472225,1469518592686,10409523287994,465.0
1469517472225,1469518592754,10409591288671,462.0
1469517472225,1469518592892,10409729428775,465.0
1469517472225,1469518593022,10409859576014,470.0
1469517472225,1469518593088,10409925599607,326.0
1469517472225,1469518593156,10409993313305,13.0
1469517472225,1469518593223,10410060329816,49.0
1469517472225,1469518593291,10410128778566,411.0
1469517472225,1469518593358,10410195096430,467.0
1469517472225,1469518594165,10411001960597,465.0
1469517472225,1469518594231,10411068070232,467.0
1469517472225,1469518594297,10411134086066,465.0
1469517472225,1469518594365,10411202036170,462.0
1469517472225,1469518594432,10411268993149,465.0
1469517472225,1469518594503,10411340766066,462.0
