startTime,nowTime,nanoTime,lx
1468334192482,1468334237511,8738628704254,1186.0
1468334192482,1468334237581,8738698870254,1190.0
1468334192482,1468334237723,8738841116254,1188.0
1468334192482,1468334237792,8738909797254,1190.0
1468334192482,1468334237862,8738980056254,1192.0
1468334192482,1468334237933,8739051096254,1190.0
1468334192482,1468334238143,8739260895254,1188.0
1468334192482,1468334238284,8739401408254,1190.0
1468334192482,1468334238424,8739541946254,1192.0
1468334192482,1468334238495,8739612362254,1194.0
1468334192482,1468334238566,8739683527254,1198.0
1468334192482,1468334238636,8739754146254,1196.0
1468334192482,1468334238776,8739893672254,1188.0
1468334192482,1468334238846,8739964253254,1186.0
1468334192482,1468334238917,8740034451254,1190.0
1468334192482,1468334238989,8740106368254,1184.0
1468334192482,1468334239057,8740174922254,1182.0
1468334192482,1468334239197,8740315037254,1186.0
1468334192482,1468334239268,8740385761254,1184.0
1468334192482,1468334239338,8740455963254,1186.0
1468334192482,1468334239408,8740525953254,1188.0
1468334192482,1468334239479,8740596356254,1192.0
1468334192482,1468334239619,8740736588254,1194.0
1468334192482,1468334239690,8740807895254,1188.0
1468334192482,1468334239760,8740877791254,1192.0
1468334192482,1468334239900,8741017826254,1196.0
1468334192482,1468334239971,8741088759254,1194.0
1468334192482,1468334240041,8741158794254,1198.0
1468334192482,1468334240111,8741229099254,1192.0
1468334192482,1468334240252,8741369427254,1190.0
1468334192482,1468334240323,8741440567254,1198.0
1468334192482,1468334240400,8741517563254,1200.0
1468334192482,1468334240462,8741579931254,1196.0
1468334192482,1468334240532,8741649532254,1190.0
1468334192482,1468334240602,8741719687254,1178.0
1468334192482,1468334240672,8741789970254,1176.0
1468334192482,1468334240743,8741861118254,1166.0
1468334192482,1468334240813,8741930584254,1164.0
1468334192482,1468334240883,8742000983254,1162.0
1468334192482,1468334240953,8742070999254,1174.0
1468334192482,1468334241024,8742141913254,1178.0
1468334192482,1468334241096,8742213586254,1186.0
1468334192482,1468334241164,8742282215254,1182.0
