0,0,0,1,
1,0,0,1,
2,0,0,1,
3,0,0,1,
4,0,0,1,
5,0,0,0,
6,0,0,1,
7,0,0,0,
8,0,0,1,
9,0,0,0,
10,0,0,1,
11,24,15,12,
12,32,24,20,
13,32,23,18,
14,32,23,18,
15,32,23,19,
16,32,23,18,
17,32,24,20,
18,32,23,18,
19,32,24,19,
20,32,23,19,
21,32,23,18,
22,32,24,20,
23,32,23,18,
24,32,24,19,
25,32,23,18,
26,32,24,19,
27,32,23,19,
28,32,22,18,
29,32,24,19,
30,32,23,18,
31,32,24,20,
32,32,23,18,
33,32,24,20,
34,32,23,19,
35,32,23,19,
36,32,23,19,
37,32,24,20,
38,32,23,18,
39,32,24,20,
40,32,23,18,
41,32,24,20,
42,32,23,18,
43,32,24,20,
44,32,23,18,
45,32,24,20,
46,32,23,17,
47,32,24,20,
48,32,22,17,
49,32,24,20,
50,32,24,20,
51,32,23,18,
52,32,24,20,
53,32,23,18,
54,32,24,20,
55,32,23,18,
56,32,24,20,
57,32,23,18,
58,32,24,20,
59,32,23,18,
60,32,24,20,
61,32,23,18,
62,33,24,20,
63,33,23,18,
64,33,24,20,
65,33,24,19,
66,34,25,21,
67,34,24,19,
68,34,25,21,
69,35,25,20,
70,35,27,22,
71,36,26,20,
72,37,27,22,
73,37,28,23,
74,38,29,24,
75,39,29,23,
76,40,31,26,
77,40,30,23,
78,41,32,26,
79,42,31,25,
80,43,34,28,
81,44,33,27,
82,45,36,30,
83,47,36,29,
84,48,38,32,
85,49,38,31,
86,50,40,34,
87,52,40,33,
88,54,42,34,
89,55,44,37,
90,56,44,36,
91,58,47,39,
92,60,47,39,
93,62,50,42,
94,63,51,43,
95,65,52,43,
96,67,55,46,
97,70,56,46,
98,71,59,50,
99,73,59,49,
100,76,63,53,
101,78,64,53,
102,81,66,55,
103,83,69,58,
104,85,70,59,
105,88,74,63,
106,91,74,62,
107,93,78,67,
108,96,79,67,
109,99,82,69,
110,101,86,73,
111,104,87,73,
112,108,92,78,
113,111,93,79,
114,114,95,80,
115,116,99,85,
116,120,101,85,
117,123,105,90,
118,126,106,90,
119,130,111,96,
120,134,112,96,
121,137,117,101,
122,140,118,101,
123,144,124,107,
124,148,126,107,
125,152,131,113,
126,154,131,112,
127,159,138,119,
128,164,139,119,
129,168,144,123,
130,172,148,128,
131,176,151,129,
132,180,156,136,
133,185,158,136,
134,189,163,140,
135,194,168,146,
136,198,171,146,
137,202,175,152,
138,207,178,154,
139,211,183,157,
140,214,186,162,
141,221,191,164,
142,227,198,171,
143,230,200,173,
144,235,203,175,
145,240,210,182,
146,245,212,183,
147,250,219,191,
148,255,224,195,
149,262,228,197,
150,266,233,203,
151,271,236,203,
152,277,243,212,
153,282,246,212,
154,290,254,222,
155,295,257,223,
156,300,264,230,
157,305,266,231,
158,310,272,237,
159,314,275,238,
160,320,281,245,
161,329,288,250,
162,336,295,258,
163,341,299,260,
164,348,306,267,
165,353,309,269,
166,361,318,278,
167,368,322,280,
168,374,330,288,
169,379,332,288,
170,382,337,295,
171,388,341,297,
172,395,347,302,
173,403,355,310,
174,409,359,312,
175,415,367,321,
176,424,373,324,
