startTime,nowTime,nanoTime,lx
1469517472225,1469517833718,3409877562592,453.8105163574219
1469517472225,1469517833818,3409976988861,431.74737548828125
1469517472225,1469517834019,3410178587982,450.5263366699219
1469517472225,1469517834121,3410280821869,439.15789794921875
1469517472225,1469517834322,3410481932708,442.8631591796875
1469517472225,1469517834422,3410581755706,443.8736877441406
1469517472225,1469517834623,3410782866545,436.9684143066406
1469517472225,1469517834725,3410884795256,441.93682861328125
1469517472225,1469517834927,3411086272307,445.6421203613281
1469517472225,1469517835026,3411185790129,434.0210266113281
1469517472225,1469517835228,3411387145111,447.3263244628906
1469517472225,1469517835329,3411488799163,440.25262451171875
1469517472225,1469517835531,3411690489839,439.66314697265625
1469517472225,1469517835630,3411789702484,447.5789489746094
1469517472225,1469517835832,3411991149017,436.9684143066406
1469517472225,1469517835934,3412092986174,446.2315979003906
1469517472225,1469517836135,3412294524262,445.1368713378906
1469517472225,1469517836235,3412394072601,440.25262451171875
1469517472225,1469517836436,3412595244476,446.3157958984375
1469517472225,1469517836538,3412697264740,442.1052551269531
1469517472225,1469517836739,3412898802824,446.4842224121094
1469517472225,1469517836839,3412998442718,446.0631408691406
1469517472225,1469517837040,3413199828216,432.25262451171875
1469517472225,1469517837142,3413301878997,447.83160400390625
1469517472225,1469517837344,3413503417084,431.3262939453125
1469517472225,1469517837443,3413602934906,448.33685302734375
1469517472225,1469517837645,3413804289886,436.54736328125
1469517472225,1469517837747,3413906218598,445.1368713378906
1469517472225,1469517837948,3414107665130,444.2105407714844
1469517472225,1469517838048,3414207121918,444.88421630859375
1469517472225,1469517838249,3414408476897,436.6315612792969
1469517472225,1469517838351,3414510405609,448.75787353515625
1469517472225,1469517838552,3414711760590,431.5789489746094
1469517472225,1469517838652,3414811247893,455.4105224609375
1469517472225,1469517838853,3415012663910,442.02105712890625
1469517472225,1469517838955,3415114653656,442.273681640625
1469517472225,1469517839157,3415316069671,446.3999938964844
1469517472225,1469517839358,3415517485686,438.1473693847656
1469517472225,1469517839457,3415616911956,444.4631652832031
1469517472225,1469517839659,3415818297455,443.1158142089844
