startTime,nowTime,nanoTime,lx
1469534722387,1469534761951,20413562383231,591.0
1469534722387,1469534762130,20413741459565,589.0
1469534722387,1469534762311,20413922104940,592.0
1469534722387,1469534762493,20414104187940,598.0
1469534722387,1469534762673,20414283670982,600.0
1469534722387,1469534762853,20414463818107,598.0
1469534722387,1469534763031,20414642095815,596.0
1469534722387,1469534763211,20414822505815,596.0
1469534722387,1469534763388,20414998762565,595.0
1469534722387,1469534763568,20415179124607,595.0
1469534722387,1469534763751,20415361830732,592.0
1469534722387,1469534763928,20415539399566,593.0
1469534722387,1469534764110,20415720701857,598.0
1469534722387,1469534764286,20415897022483,599.0
1469534722387,1469534764466,20416077254941,598.0
slash
1469534722387,1469534764644,20416255208858,593.0
1469534722387,1469534764824,20416435117941,595.0
1469534722387,1469534765003,20416614517233,593.0
1469534722387,1469534765184,20416794912066,598.0
1469534722387,1469534765365,20416976644275,595.0
1469534722387,1469534765545,20417156177816,597.0
1469534722387,1469534765726,20417336894817,599.0
1469534722387,1469534765903,20417514034525,599.0
1469534722387,1469534766085,20417696015025,597.0
1469534722387,1469534766263,20417873812608,594.0
1469534722387,1469534766442,20418053123400,592.0
1469534722387,1469534766624,20418235294775,594.0
1469534722387,1469534766801,20418412230692,595.0
1469534722387,1469534766982,20418593553276,595.0
1469534722387,1469534767159,20418770573651,71.0
1469534722387,1469534767343,20418954309776,594.0
1469534722387,1469534767521,20419132181651,596.0
1469534722387,1469534767698,20419308758068,596.0
1469534722387,1469534767880,20419491437484,595.0
1469534722387,1469534768060,20419671089276,598.0
1469534722387,1469534768238,20419848735984,597.0
1469534722387,1469534768417,20420028592693,598.0
1469534722387,1469534768598,20420209458693,596.0
1469534722387,1469534768779,20420389854776,594.0
1469534722387,1469534768956,20420567451901,595.0
1469534722387,1469534769137,20420747877152,596.0
1469534722387,1469534769317,20420928129235,596.0
1469534722387,1469534769496,20421107492443,594.0
1469534722387,1469534769675,20421286429735,596.0
1469534722387,1469534769856,20421467026319,595.0
1469534722387,1469534770034,20421645491110,596.0
1469534722387,1469534770214,20421825498277,590.0
1469534722387,1469534770392,20422003475444,591.0
1469534722387,1469534770581,20422191981444,592.0
1469534722387,1469534770752,20422363178444,599.0
slash
1469534722387,1469534770929,20422540496569,599.0
1469534722387,1469534771110,20422720939694,598.0
1469534722387,1469534771288,20422899644069,596.0
1469534722387,1469534771469,20423079856778,595.0
1469534722387,1469534771652,20423262959403,594.0
1469534722387,1469534771831,20423442398361,594.0
1469534722387,1469534772008,20423619540570,592.0
1469534722387,1469534772190,20423801227653,595.0
1469534722387,1469534772370,20423980770861,599.0
1469534722387,1469534772550,20424160677236,598.0
1469534722387,1469534772730,20424341566403,598.0
1469534722387,1469534772905,20424516350945,57.0
1469534722387,1469534773088,20424698660945,593.0
1469534722387,1469534773266,20424877350654,593.0
1469534722387,1469534773446,20425057512487,595.0
1469534722387,1469534773627,20425238421487,596.0
1469534722387,1469534773806,20425416922154,597.0
1469534722387,1469534773984,20425595629446,598.0
1469534722387,1469534774164,20425775328654,601.0
1469534722387,1469534774343,20425954438612,596.0
1469534722387,1469534774522,20426133083779,593.0
1469534722387,1469534774705,20426315812904,594.0
1469534722387,1469534774885,20426495856196,594.0
1469534722387,1469534775061,20426672561029,594.0
1469534722387,1469534775244,20426854667738,596.0
1469534722387,1469534775419,20427030425238,597.0
1469534722387,1469534775601,20427212387196,595.0
1469534722387,1469534775782,20427392751905,596.0
1469534722387,1469534775963,20427574290321,593.0
1469534722387,1469534776140,20427751057988,594.0
1469534722387,1469534776318,20427929005488,595.0
1469534722387,1469534776498,20428109189447,597.0
1469534722387,1469534776680,20428291041030,596.0
1469534722387,1469534776859,20428469959572,596.0
1469534722387,1469534777036,20428646762030,596.0
1469534722387,1469534777218,20428829313447,596.0
1469534722387,1469534777398,20429009381614,598.0
1469534722387,1469534777577,20429188601447,593.0
slash
1469534722387,1469534777754,20429365244447,594.0
1469534722387,1469534777933,20429543929906,594.0
1469534722387,1469534778113,20429723907906,597.0
1469534722387,1469534778293,20429904138364,595.0
1469534722387,1469534778479,20430090175448,591.0
1469534722387,1469534778656,20430266758198,592.0
1469534722387,1469534778835,20430446075864,593.0
1469534722387,1469534779013,20430623852948,601.0
1469534722387,1469534779193,20430804518073,598.0
1469534722387,1469534779372,20430983397906,596.0
1469534722387,1469534779550,20431161514156,595.0
1469534722387,1469534779730,20431340928365,597.0
1469534722387,1469534779911,20431522351782,581.0
1469534722387,1469534780090,20431701558115,591.0
1469534722387,1469534780272,20431882774657,593.0
1469534722387,1469534780447,20432058575074,595.0
1469534722387,1469534780630,20432241423740,599.0
1469534722387,1469534780808,20432419650240,600.0
1469534722387,1469534780989,20432599822366,597.0
1469534722387,1469534781170,20432781408991,593.0
1469534722387,1469534781347,20432958219449,593.0
1469534722387,1469534781526,20433136929407,593.0
1469534722387,1469534781707,20433318521158,593.0
1469534722387,1469534781887,20433498188074,595.0
1469534722387,1469534782068,20433679195741,598.0
1469534722387,1469534782245,20433856408991,600.0
1469534722387,1469534782425,20434036043325,600.0
1469534722387,1469534782605,20434215788158,595.0
1469534722387,1469534782786,20434397516325,593.0
1469534722387,1469534782965,20434576492866,592.0
1469534722387,1469534783143,20434754609783,594.0
1469534722387,1469534783324,20434934720825,592.0
1469534722387,1469534783503,20435113904200,596.0
1469534722387,1469534783684,20435295011825,599.0
1469534722387,1469534783863,20435473989784,598.0
1469534722387,1469534784040,20435651215075,594.0
1469534722387,1469534784221,20435831907700,590.0
1469534722387,1469534784401,20436012168784,595.0
1469534722387,1469534784577,20436188240451,597.0
slash
1469534722387,1469534784757,20436367782742,597.0
1469534722387,1469534784936,20436547481909,596.0
1469534722387,1469534785117,20436728284742,597.0
1469534722387,1469534785296,20436907450451,597.0
1469534722387,1469534785477,20437087770743,597.0
1469534722387,1469534785659,20437270375951,594.0
1469534722387,1469534785841,20437451985201,591.0
1469534722387,1469534786015,20437626062826,593.0
1469534722387,1469534786196,20437807248160,597.0
1469534722387,1469534786377,20437988121285,597.0
1469534722387,1469534786554,20438164993452,596.0
1469534722387,1469534786738,20438349342660,592.0
1469534722387,1469534786916,20438527011452,595.0
1469534722387,1469534787094,20438705030452,28.0
1469534722387,1469534787275,20438886223660,595.0
1469534722387,1469534787451,20439061710285,597.0
1469534722387,1469534787632,20439242941994,594.0
1469534722387,1469534787813,20439423749285,597.0
1469534722387,1469534787996,20439606742952,598.0
1469534722387,1469534788174,20439784803952,595.0
1469534722387,1469534788353,20439964454327,593.0
1469534722387,1469534788529,20440139757827,594.0
1469534722387,1469534788710,20440321336494,598.0
1469534722387,1469534788890,20440501336453,594.0
1469534722387,1469534789068,20440679237244,596.0
1469534722387,1469534789251,20440861704328,595.0
1469534722387,1469534789429,20441039762620,593.0
1469534722387,1469534789607,20441218446536,593.0
1469534722387,1469534789788,20441398809578,593.0
1469534722387,1469534789965,20441575852995,596.0
1469534722387,1469534790146,20441757452745,599.0
slash
1469534722387,1469534790324,20441934710703,600.0
1469534722387,1469534790503,20442114274120,601.0
1469534722387,1469534790683,20442293757828,598.0
1469534722387,1469534790863,20442473834870,594.0
1469534722387,1469534791047,20442657659704,594.0
1469534722387,1469534791224,20442835325329,594.0
1469534722387,1469534791404,20443014902954,594.0
1469534722387,1469534791581,20443192528329,593.0
1469534722387,1469534791762,20443373193246,597.0
1469534722387,1469534791945,20443555988537,598.0
1469534722387,1469534792120,20443730923412,600.0
1469534722387,1469534792299,20443909776163,593.0
1469534722387,1469534792478,20444089349954,591.0
1469534722387,1469534792663,20444273881454,592.0
1469534722387,1469534792842,20444453546371,603.0
1469534722387,1469534793020,20444630846246,600.0
1469534722387,1469534793200,20444811254121,596.0
1469534722387,1469534793380,20444990854996,598.0
1469534722387,1469534793559,20445170505913,599.0
1469534722387,1469534793738,20445349466455,599.0
1469534722387,1469534793915,20445525805122,594.0
1469534722387,1469534794095,20445705676747,592.0
1469534722387,1469534794276,20445886904205,592.0
1469534722387,1469534794454,20446064976914,597.0
1469534722387,1469534794633,20446244597080,596.0
1469534722387,1469534794813,20446424417164,596.0
1469534722387,1469534794993,20446603710789,592.0
1469534722387,1469534795172,20446783296664,599.0
1469534722387,1469534795352,20446962842331,600.0
1469534722387,1469534795532,20447143302956,594.0
1469534722387,1469534795715,20447326093789,595.0
1469534722387,1469534795893,20447504616581,596.0
1469534722387,1469534796079,20447689923998,598.0
1469534722387,1469534796253,20447864488998,597.0
1469534722387,1469534796429,20448039973290,596.0
slash
1469534722387,1469534796608,20448219462956,594.0
1469534722387,1469534796788,20448398990831,595.0
1469534722387,1469534796968,20448579180831,596.0
1469534722387,1469534797152,20448763586207,597.0
1469534722387,1469534797330,20448940906332,594.0
1469534722387,1469534797507,20449118598707,595.0
1469534722387,1469534797688,20449299120498,593.0
1469534722387,1469534797874,20449485038957,591.0
1469534722387,1469534798048,20449658706832,592.0
1469534722387,1469534798229,20449839889874,596.0
1469534722387,1469534798407,20450018143957,600.0
1469534722387,1469534798589,20450199845166,598.0
1469534722387,1469534798766,20450377280374,598.0
1469534722387,1469534798948,20450558917207,594.0
1469534722387,1469534799124,20450735455582,597.0
1469534722387,1469534799308,20450919061749,597.0
1469534722387,1469534799485,20451095761166,594.0
1469534722387,1469534799663,20451274445916,364.0
1469534722387,1469534799844,20451455597916,599.0
1469534722387,1469534800024,20451635391708,599.0
1469534722387,1469534800204,20451815023125,600.0
1469534722387,1469534800383,20451994302125,594.0
1469534722387,1469534800563,20452174552542,590.0
1469534722387,1469534800747,20452358547750,593.0
1469534722387,1469534800919,20452529872083,595.0
1469534722387,1469534801103,20452713858125,596.0
1469534722387,1469534801283,20452893959542,596.0
1469534722387,1469534801461,20453072305375,599.0
1469534722387,1469534801638,20453249153084,598.0
1469534722387,1469534801821,20453431957792,600.0
1469534722387,1469534802000,20453610791917,594.0
1469534722387,1469534802177,20453788367876,592.0
1469534722387,1469534802358,20453968706209,593.0
1469534722387,1469534802538,20454149141626,595.0
1469534722387,1469534802718,20454329256834,594.0
1469534722387,1469534802896,20454507499001,597.0
1469534722387,1469534803076,20454687606418,595.0
1469534722387,1469534803253,20454864067709,595.0
slash
1469534722387,1469534803432,20455043434251,597.0
1469534722387,1469534803612,20455223428293,593.0
1469534722387,1469534803792,20455403484126,596.0
1469534722387,1469534803975,20455586597335,596.0
1469534722387,1469534804157,20455767910002,597.0
1469534722387,1469534804336,20455947453710,597.0
1469534722387,1469534804514,20456125591127,597.0
1469534722387,1469534804690,20456300692668,597.0
1469534722387,1469534804873,20456484180377,596.0
1469534722387,1469534805053,20456664106169,597.0
1469534722387,1469534805231,20456842085794,591.0
1469534722387,1469534805413,20457023839585,591.0
1469534722387,1469534805591,20457202116711,595.0
1469534722387,1469534805773,20457384055794,597.0
1469534722387,1469534805948,20457559446252,594.0
1469534722387,1469534806130,20457741388794,593.0
1469534722387,1469534806310,20457920918169,25.0
1469534722387,1469534806488,20458098723586,599.0
1469534722387,1469534806669,20458280279753,600.0
1469534722387,1469534806846,20458456821878,594.0
1469534722387,1469534807029,20458640193920,595.0
1469534722387,1469534807205,20458815708670,596.0
1469534722387,1469534807387,20458998324045,597.0
1469534722387,1469534807567,20459177760295,594.0
1469534722387,1469534807743,20459354616837,593.0
1469534722387,1469534807924,20459535630337,594.0
1469534722387,1469534808104,20459715115128,596.0
1469534722387,1469534808283,20459894382254,598.0
1469534722387,1469534808461,20460072313462,600.0
1469534722387,1469534808644,20460254804004,593.0
1469534722387,1469534808822,20460433421629,592.0
1469534722387,1469534809004,20460614711504,594.0
1469534722387,1469534809183,20460794579712,596.0
slash
1469534722387,1469534809358,20460969222712,597.0
1469534722387,1469534809538,20461148752379,597.0
1469534722387,1469534809717,20461328467879,598.0
1469534722387,1469534809897,20461508432879,599.0
1469534722387,1469534810080,20461690735754,600.0
1469534722387,1469534810260,20461870840213,592.0
1469534722387,1469534810440,20462051500713,593.0
1469534722387,1469534810619,20462230506838,592.0
1469534722387,1469534810799,20462410427296,594.0
1469534722387,1469534810982,20462593050630,593.0
1469534722387,1469534811157,20462767944338,597.0
1469534722387,1469534811338,20462949120713,597.0
1469534722387,1469534811517,20463128321005,594.0
1469534722387,1469534811701,20463312311255,594.0
1469534722387,1469534811876,20463486772839,594.0
1469534722387,1469534812056,20463667395714,598.0
1469534722387,1469534812234,20463844823130,41.0
1469534722387,1469534812418,20464028879797,600.0
1469534722387,1469534812591,20464202599006,596.0
1469534722387,1469534812772,20464383418297,597.0
1469534722387,1469534812954,20464565341797,598.0
1469534722387,1469534813136,20464747640423,597.0
1469534722387,1469534813313,20464924647714,594.0
1469534722387,1469534813491,20465102607048,592.0
1469534722387,1469534813671,20465281993048,592.0
1469534722387,1469534813851,20465462097381,594.0
1469534722387,1469534814031,20465641938090,598.0
1469534722387,1469534814209,20465820553881,593.0
1469534722387,1469534814390,20466000714631,593.0
1469534722387,1469534814573,20466184408715,594.0
1469534722387,1469534814747,20466357908465,598.0
1469534722387,1469534814929,20466540376382,596.0
1469534722387,1469534815109,20466720235090,596.0
1469534722387,1469534815285,20466896612590,594.0
1469534722387,1469534815466,20467077588215,596.0
1469534722387,1469534815645,20467256037549,598.0
1469534722387,1469534815827,20467438085299,596.0
1469534722387,1469534816005,20467615792841,593.0
1469534722387,1469534816185,20467796549299,594.0
1469534722387,1469534816366,20467977041591,594.0
slash
1469534722387,1469534816541,20468152211132,595.0
1469534722387,1469534816724,20468335537216,595.0
1469534722387,1469534816900,20468511572008,592.0
1469534722387,1469534817084,20468694974883,593.0
1469534722387,1469534817261,20468872347341,596.0
1469534722387,1469534817442,20469052833758,597.0
1469534722387,1469534817621,20469232634466,597.0
1469534722387,1469534817800,20469411064425,599.0
1469534722387,1469534817981,20469592135716,597.0
1469534722387,1469534818162,20469772851550,598.0
1469534722387,1469534818340,20469950996425,596.0
1469534722387,1469534818520,20470131031592,594.0
1469534722387,1469534818700,20470311201425,593.0
1469534722387,1469534818881,20470492480342,595.0
1469534722387,1469534819059,20470670405550,599.0
1469534722387,1469534819239,20470849805259,562.0
1469534722387,1469534819415,20471026044301,598.0
1469534722387,1469534819597,20471208627009,597.0
1469534722387,1469534819776,20471387205676,594.0
1469534722387,1469534819957,20471568077634,593.0
1469534722387,1469534820133,20471744441426,594.0
1469534722387,1469534820313,20471924543634,595.0
1469534722387,1469534820492,20472103346676,597.0
1469534722387,1469534820672,20472283621676,600.0
1469534722387,1469534820851,20472462512718,598.0
1469534722387,1469534821031,20472642384218,597.0
1469534722387,1469534821214,20472824890926,599.0
1469534722387,1469534821394,20473005633010,594.0
1469534722387,1469534821574,20473184848677,594.0
1469534722387,1469534821756,20473367577760,593.0
1469534722387,1469534821933,20473543808927,592.0
1469534722387,1469534822111,20473721895302,596.0
1469534722387,1469534822288,20473899330385,598.0
1469534722387,1469534822472,20474082823052,594.0
1469534722387,1469534822647,20474258168344,593.0
1469534722387,1469534822830,20474440826094,597.0
