waveCount,TotalWidth,tiltAve,deepest,class
1.0,358.453834,-0.025354266034938178,0.8462809917355372,slash
1.0,894.389334,0.5271163485213224,0.9588815789473685,up
1.0,901.24475,0.52640559701234,0.9769736842105263,down
3.0,1433.147959,2.6739156197514427,0.9101307189542484,roll
1.0,1268.067375,-0.2622483485138257,0.9686985172981878,hide
1.0,359.938,-0.049716105048177806,0.9603960396039604,slash
1.0,899.476708,-0.543190363807293,0.957166392092257,up
1.0,720.587625,0.02102390547114852,0.9169435215946844,down
2.0,1432.853959,-2.650202341710032,0.9075907590759076,roll
1.0,1255.001126,-0.9978451563293398,0.9737274220032841,hide
1.0,357.051584,-0.0688155197078455,0.8467874794069192,slash
1.0,897.705875,0.5462167838400573,0.9539473684210527,up
1.0,896.429708,-0.5504124298327706,0.957166392092257,down
1.0,360.310625,-0.018610916196871274,0.555921052631579,roll
1.0,1256.842459,-0.27720297408896966,0.9703459637561779,hide
0.5,3771.502335,0.05805469406160491,0.01818181818181818,slash
1.0,718.619375,2.0882351381935473,0.9554455445544554,up
1.0,720.273709,-0.016678508679638826,0.9570247933884297,down
2.0,718.707667,-1.477613857182563,0.6650246305418719,roll
1.0,1798.346751,-0.2703987469830357,0.9721311475409836,hide
1.0,356.075334,-0.07487790460456356,0.9420529801324503,slash
1.0,894.594375,0.5347260345178342,0.9619834710743802,up
1.0,896.144292,0.5643026201770007,0.9752883031301482,down
2.0,720.50175,-2.0887368268845377,0.9377049180327869,roll
1.0,1254.827126,0.2690176636639522,0.9735099337748344,hide
1.0,361.779708,-0.06440362338152816,0.9341021416803954,slash
1.0,719.107917,0.008135030932011178,0.9620462046204621,up
1.0,717.100708,-2.189028822721071,0.9489291598023064,down
2.0,1253.255251,2.6917285010101453,0.9341021416803954,roll
1.0,1440.659376,-1.0763106226352432,0.9701986754966887,hide
0.5,361.821375,0.009694175500464586,0.16666666666666666,slash
1.0,897.550251,0.5445086275979061,0.9636363636363636,up
1.0,719.419917,0.013325056455489648,0.9638752052545156,down
2.5,1619.682876,-2.9729619179323588,0.9472817133443163,roll
1.0,1622.832959,0.16054689998515848,0.9751655629139073,hide
1.0,353.290208,0.08551327223117955,0.9494290375203915,slash
1.0,717.868459,-0.006579182066920319,0.9752475247524752,up
1.0,899.974333,0.501996288283165,0.914332784184514,down
3.0,1439.977418,-2.78974590268945,0.9426229508196722,roll
1.0,1256.783542,0.2728389601902318,0.9786184210526315,hide
1.0,358.787958,-0.04000125666992238,0.9522240527182867,slash
1.0,716.372292,-0.0131938888044707,0.9786535303776683,up
1.0,716.634292,-2.171594901050792,0.947107438016529,down
2.5,1620.653709,-2.725801772800944,0.9390444810543658,roll
1.0,1433.096417,0.4268556230226638,0.9735537190082645,hide
1.0,362.243667,-0.06686305350553479,0.9471947194719472,slash
1.0,896.790459,0.5567226981203246,0.968595041322314,up
1.0,897.409375,-0.5417271611655663,0.9523026315789473,down
3.0,1442.154084,2.6912373952962576,0.9473684210526315,roll
1.0,1618.776251,0.5376841418397449,0.9720853858784894,hide

