,nexus7-2013-haida
55308,276.8000183105469
55508,275.78948974609375
55608,269.8105163574219
55809,268.9684143066406
55910,271.4105224609375
56109,274.10528564453125
56209,274.1894836425781
56410,268.54736328125
56512,265.7684326171875
56710,220.46316528320312
56811,111.66316223144531
57011,73.26316833496094
57111,88.92631530761719
57311,80.92631530761719
57423,102.3157958984375
57612,97.26316833496094
57714,75.95790100097656
57925,107.95790100097656
58014,227.03158569335938
58214,274.9473571777344
58316,275.20001220703125
58516,271.3263244628906
58618,269.0526428222656
58818,267.7894592285156
58929,272.9263000488281
59120,274.273681640625
59223,268.79998779296875
59437,266.52630615234375
59522,270.6526184082031
59723,247.2421112060547
59824,188.21054077148438
60024,133.22105407714844
60124,120.84210205078125
60324,87.83158874511719
60525,60.37895202636719
60625,56.50526428222656
60825,59.873687744140625
60926,87.15789794921875
61126,193.01052856445312
61226,277.726318359375
61426,269.726318359375
61527,267.8736877441406
61728,269.8105163574219
62229,280.0
62355,28.54736328125
62530,272.7579040527344
62631,273.2631530761719
62832,247.4947509765625
62938,159.4105224609375
63138,83.03158569335938
63239,90.61053466796875
63439,91.28421020507812
63542,104.0
63742,104.25263977050781
63842,103.32632446289062
64043,106.18948364257812
64143,238.6526336669922
64344,269.6421203613281
64444,272.9263000488281
64645,272.6736755371094
64746,270.56842041015625
64946,267.6210632324219
65047,267.3684387207031
65247,272.7579040527344
65348,274.02105712890625
65549,268.54736328125
65749,266.8631591796875
65850,269.89471435546875
66051,272.5052490234375
66151,272.33685302734375
66352,267.8736877441406
66452,266.8631591796875
66653,272.5894775390625
66753,274.273681640625
66954,269.726318359375
67072,268.54736328125
67255,267.8736877441406
67356,272.7579040527344
67565,274.7789611816406
67658,266.7789611816406
67859,265.7684326171875
67959,272.084228515625
68160,271.15789794921875
68266,271.8315734863281
68466,268.0421142578125
68586,266.7789611816406
68768,273.93682861328125
68868,274.02105712890625
69089,267.7894592285156
69172,267.2842102050781
69373,269.89471435546875
69473,272.084228515625
69673,270.7368469238281
69778,266.61053466796875
69979,266.35791015625
70098,269.2210388183594
70283,263.6631774902344
70385,184.5894775390625
70603,90.18948364257812
70687,122.273681640625
70887,126.23158264160156
70989,122.52632141113281
71189,112.08421325683594
71290,86.40000915527344
71491,243.1157989501953
71592,274.4421081542969
71792,268.8841857910156
71892,266.7789611816406
72100,271.66314697265625
72193,274.4421081542969
72393,269.3052673339844
72493,267.6210632324219
72694,270.1473693847656
72794,272.5052490234375
72995,271.915771484375
73105,266.1052551269531
73299,263.2420959472656
73500,268.37896728515625
73607,210.69473266601562
73801,218.0210418701172
73902,151.0736846923828
74108,135.4105224609375
74202,134.39999389648438
74402,130.44210815429688
74503,124.29473876953125
74703,132.46316528320312
74804,256.75787353515625
75005,273.6842041015625
75137,270.7368469238281
75306,268.9684143066406
75409,269.97894287109375
75634,272.33685302734375
75711,274.1894836425781
75912,268.4631652832031
76014,265.93682861328125
76215,272.7579040527344
76317,274.3578796386719
76517,268.54736328125
76644,263.4105224609375
76819,224.50526428222656
76924,220.46316528320312
77127,165.64210510253906
77223,134.56842041015625
77424,131.28421020507812
77524,129.43157958984375
77724,124.71578979492188
77825,121.76841735839844
78025,203.28421020507812
78129,267.7894592285156
78326,273.8526306152344
78646,269.47369384765625
78727,268.631591796875
78928,270.6526184082031
79028,273.178955078125
79229,273.93682861328125
79329,268.631591796875
79531,267.11578369140625
79632,272.5894775390625
79830,272.5052490234375
79931,264.0841979980469
80132,250.69473266601562
80238,202.52630615234375
