12735,938.0
12735,940.0
12822,948.0
12923,946.0
12923,948.0
13023,942.0
13023,950.0
13130,952.0
13223,954.0
13324,940.0
13424,942.0
13424,938.0
13524,940.0
13725,928.0
13725,934.0
13825,936.0
13926,940.0
13926,938.0
14026,936.0
14026,930.0
14127,928.0
14227,936.0
14227,940.0
14333,946.0
14428,942.0
14428,938.0
14533,936.0
14628,942.0
14728,938.0
14829,948.0
14829,938.0
14929,940.0
14929,942.0
15029,930.0
15029,936.0
15230,934.0
15330,930.0
15330,928.0
15430,936.0
15430,938.0
15531,940.0
15631,934.0
15631,928.0
15733,930.0
15831,938.0
15932,948.0
15932,946.0
16032,950.0
16032,942.0
16132,948.0
16132,946.0
16233,948.0
16233,954.0
16333,956.0
16333,954.0
16433,948.0
16433,938.0
16534,926.0
16534,922.0
16635,924.0
16635,940.0
16734,950.0
16734,946.0
16834,940.0
16935,942.0
16935,950.0
17049,954.0
17049,956.0
17235,948.0
17235,940.0
17336,938.0
17336,940.0
17436,942.0
17436,936.0
17536,934.0
17637,936.0
17838,938.0
17838,940.0
17938,942.0
17938,946.0
18138,948.0
18138,954.0
18248,952.0
18248,942.0
18349,938.0
18349,936.0
18452,938.0
18540,948.0
18540,952.0
18641,954.0
18641,948.0
18741,942.0
18841,948.0
18941,942.0
18941,934.0
19042,936.0
19142,930.0
19142,936.0
19242,938.0
19342,936.0
19448,946.0
19543,950.0
19543,940.0
19648,934.0
19843,930.0
19944,936.0
19944,940.0
20044,934.0
20044,938.0
20144,942.0
20144,934.0
20245,924.0
20345,934.0
20345,940.0
20447,952.0
20447,950.0
20547,952.0
20547,948.0
20649,934.0
20649,926.0
20750,924.0
20750,928.0
20849,938.0
20849,934.0
20965,928.0
21048,938.0
21048,936.0
21148,934.0
21148,930.0
21249,924.0
21249,928.0
21349,936.0
21349,948.0
21449,950.0
21449,956.0
21650,950.0
21650,938.0
21750,936.0
21750,928.0
21851,930.0
21851,946.0
21952,940.0
22052,942.0
22052,938.0
22165,948.0
22165,950.0
22353,948.0
22353,954.0
22453,950.0
22453,948.0
22554,940.0
22554,936.0
22654,940.0
22754,942.0
22854,936.0
22955,938.0
22955,940.0
23055,946.0
23055,942.0
23156,950.0
23156,948.0
23256,940.0
23366,930.0
23366,928.0
23467,930.0
23566,934.0
23657,930.0
23657,926.0
23757,928.0
23857,936.0
23857,942.0
23958,948.0
23958,940.0
24058,938.0
24058,930.0
24159,936.0
24159,934.0
24259,942.0
24259,948.0
24360,946.0
24460,942.0
24460,950.0
24566,952.0
24661,946.0
24766,950.0
24766,948.0
24868,950.0
24961,952.0
24961,942.0
25062,938.0
25062,942.0
25162,934.0
25263,926.0
25263,922.0
25363,930.0
25363,934.0
25464,936.0
25564,938.0
25665,940.0
25665,942.0
25767,930.0
25767,934.0
25869,936.0
25869,938.0
25971,940.0
25971,946.0
26083,952.0
26166,950.0
26166,954.0
26266,950.0
26266,952.0
26367,950.0
26367,942.0
26468,938.0
26568,946.0
26568,956.0
26668,954.0
26668,950.0
26769,940.0
26769,938.0
26869,934.0
26869,940.0
26984,938.0
27070,936.0
27070,928.0
27170,926.0
27170,934.0
27283,938.0
27283,942.0
27388,940.0

