time,step,Galaxy-S6edge-dyamashita
11,0,57.0
14,1,57.0
17,2,57.0
20,3,57.0
23,4,57.0
26,5,57.0
29,6,57.0
32,7,57.0
35,8,57.0
38,9,57.0
41,10,57.0
44,11,57.0
47,12,57.0
50,13,57.0
53,14,57.0
56,15,57.0
59,16,57.0
62,17,57.0
65,18,57.0
68,19,57.0
71,20,57.0
74,21,57.0
77,22,57.0
80,23,57.0
83,24,57.0
86,25,57.0
89,26,57.0
92,27,57.0
95,28,57.0
98,29,57.0
101,30,57.0
104,31,57.0
107,32,57.0
110,33,57.0
113,34,57.0
116,35,57.0
119,36,57.0
