DB,CBD,2629742808549623
DA,AD,49896564873
BD,CBD,5275455548573435
BA,BA,6226964745
BC,BC,6949070418
DC,CD,75132591854
AD,AD,79189597296
AC,AC,8400384770
AB,AB,8931890058

