AB,AB,1559316073
DB,DB,1924819583
BD,BD,2439925275
DC,DC,2757728207
AD,AD,3092831914
BA,BA,3433235040
BC,BC,3864739337
AC,AC,4255943147
DA,DA,4540746268

