,nexus7-2013-amiyoshi
79988,179.3684235
80188,177.2631531
80288,181.4736938
80489,179.7052612
80602,176
80703,179.4526367
80893,181.2210541
80993,171.8736877
81195,107.2842102
81312,23.24211121
81496,15.3263092
81610,18.44210815
81901,169.9368439
82013,176.4210663
82205,180.8000031
82318,181.4736938
82508,175.3263092
82615,179.1999969
82717,181.4736938
82912,177.6842041
83012,177.1789398
83213,181.5578918
83328,179.2841949
83516,176.5052643
83623,180.378952
83724,179.1999969
83919,176.6736908
84020,180.042099
84220,148.378952
84334,26.94737244
84523,16.42105103
84632,20.12631226
84824,18.52632141
84934,28.042099
85035,134.2315826
85227,177.3473663
85340,176
85530,181.1368561
85638,180.5473633
85831,176.2526245
85938,179.5368347
86041,180.7157898
86236,176.7579041
86346,176.5894623
86538,181.8105316
86645,178.1894684
86839,176.4210663
86947,180.4631653
87048,179.3684235
87240,175.9157715
87354,179.2841949
87543,180.9684143
87643,177.2631531
87844,178.4421082
87944,181.4736938
88044,176.5052643
88244,176.9263
88345,181.3894806
88545,177.7684326
88645,175.4947357
88845,179.7894897
88946,174.4842072
89046,79.83158875
89247,77.47369385
89347,79.83158875
89547,52.29473877
89650,126.4000092
90250,177
90375,18.77894592
90553,176.5052643
90653,181.1368561
90753,178.4421082
90954,176.7579041
91054,179.7894897
91254,179.9578857
91354,176.8421021
91555,178.1052704
91655,180.4631653
91855,177.0947418
91956,177.4315948
92056,181.4736938
92257,178.0210571
92361,175.2420959
92558,180.378952
92658,179.4526367
92862,176.3368378
92959,178.8631592
93059,180.6315613
93260,176.2526245
93360,177.6842041
93560,180.8842163
93660,176.5052643
93961,181.3052521
94061,178.1052704
94262,176.4210663
94374,179.7052612
94562,180.2947235
94662,175.8315735
94877,179.2841949
94963,180.8842163
95064,177.0105286
95264,176.8421021
95382,181.8947296
95565,176.9263
95665,175.7473755
95883,181.5578918
95968,179.2841949
96068,176
96269,179.7052612
96389,180.2947235
96569,174.8210602
96669,178.4421082
96890,172.1263123
96970,42.69473267
97171,5.389480591
97271,3.284210205
97397,2.778945923
97572,3.284210205
97675,2.105270386
97974,1.515792847
98174,1.010528564
98280,1.43157959
98475,5.052627563
98580,150.3157959
98681,179.9578857
98877,177.0947418
98985,176.3368378
99181,180.5473633
99284,179.9578857
99383,176.5894623
99583,180.042099
99683,181.5578918
99887,176.6736908
99993,178.0210571
100187,181.8105316
100287,177.2631531
100388,176.4210663
100588,181.3052521
100688,177.8526306
100889,176.0842285
101011,179.621048
101189,180.7157898
101297,175.6631622
101398,174.8210602
101593,80.6736908
101693,5.221054077
101894,2.86315918
102007,2.526321411
102197,2.442108154
102306,5.894729614
102498,123.7052612
102598,179.2841949
102707,176.0842285
102899,178.0210571
103013,181.7263184
103203,177.5999908
103309,177.2631531
103504,181.5578918
103612,178.2736664
103713,175.0737
103906,179.3684235
104020,180.4631653
104209,176.4210663
104318,177.6842041
104510,181.0526276
104621,176
104722,176.1684265
104912,179.9578857
105027,176.7579041
105216,167.4105225
105327,90.18948364
105521,15.07368469
105629,6.56842041
105822,10.3578949
105922,5.726318359
106022,12.37895203
106223,153.0947418
106334,180.2947235
106524,179.0315857
106636,175.9157715
106736,180.042099
106928,180.2947235
107042,175.4947357
107231,177.5157928
107334,181.6420898
107532,176.5052643
107642,176.1684265
107743,180.378952
107935,179.1999969
108048,176
108239,177.8526306
108348,180.378952
108540,176.3368378
108646,176.2526245
108750,180.378952
108943,174.7368469
109066,119.578949
109247,11.19999695
109355,3.621047974
109548,2.357894897
109657,1.684204102
109853,1.852630615
109953,41.51579285
110153,173.3894806
110257,180.7157898
110353,177.9368286
110554,175.4947357
110663,179.0315857
110855,180.1263275
110966,174.7368469
111071,177.1789398
111260,180.378952
111363,176.5052643
111560,175.0737
111669,179.2841949
111861,177.9368286
111961,174.4842072
112082,178.4421082
112262,180.1263275
112373,175.0737
112565,176.8421021
112677,172.9684143
112868,79.07368469
112981,4.800003052
113170,2.526321411
113280,3.199996948
113383,3.621047974
113577,14.06315613
113685,164.4631653
113881,174.3157959
113981,176.9263
114092,180.2947235
114282,176.5052643
114388,175.9157715
114583,179.9578857
114690,180.2105255
114884,175.7473755
114992,177.5999908
115185,181.1368561
115285,176
115395,176.7579041
115588,181.2210541
115697,178.8631592
115891,176.0842285
115993,178.2736664
116192,179.9578857
116292,175.8315735
116403,177.1789398
116595,181.3052521
116705,176.2526245
116899,175.8315735
117006,180.4631653
117204,178.1894684
117304,175.4947357
117408,179.621048
117605,180.378952
117705,176.1684265
117905,177.0947418
118013,180.8842163
118209,177.0947418
118309,174.7368469
118418,180.2947235
118610,178.2736664
118720,157.2210541
118915,84.71578979
119022,106.6105347
119218,116.5473785
119318,147.957901
119426,180.1263275
119619,178.4421082
119728,176.1684265
119922,181.1368561
120022,179.7894897
120223,174.6526337
120323,178.3578949
120433,180.8000031
120624,177.0947418
120733,176.8421021
120927,180.6315613
121035,177.4315948
121230,175.5789337
121330,179.4526367
121531,180.4631653
121644,174.9894714
121734,177.5157928
121934,180.9684143
122035,160
122235,78.56842041
122335,85.6421051
122536,91.28421021
122650,133.9789429
122749,177.9368286
122943,181.9789429
123044,176.3368378
123244,177.5999908
123350,181.3894806
123545,177.3473663
123647,176
123754,180.5473633
123947,179.621048
124056,175.8315735
124251,177.7684326
124351,180.5473633
124552,175.7473755
124661,176.4210663
124761,180.8842163
124955,177.6842041
125063,175.7473755
125255,178.1052704
125368,165.3894806
125558,48.33683777
125670,50.77894592
125861,60.96842957
125971,63.41052246
126072,139.8736877
126265,178.8631592
126373,181.0526276
126565,176.5894623
126676,177.0947418
126776,180.7157898
126972,176.9263
127078,176.6736908
127274,179.8736877
127374,179.2841949
127575,175.5789337
127683,178.0210571
127876,181.1368561
127983,177.5999908
128085,174.8210602
128277,180.042099
128387,178.1894684
128580,170.4421082
128690,113.1789551
128881,61.81053162
129082,78.06315613
129283,69.38948059
129394,59.03158569
129588,54.56842041
129889,165.9789429
129999,175.0737
130098,176.9263
130294,181.5578918
130394,177.3473663
130594,176.2526245
130704,179.8736877
130895,179.3684235
131004,176.4210663
131105,178.4421082
131299,180.4631653
131407,176.8421021
131600,176.4210663
131710,181.7263184
131903,177.7684326
132006,174.5684052
132103,178.9473572
132304,180.8000031
132404,174.6526337
132604,148.042099
132704,51.45263672
132906,69.05264282
133006,70.48420715
133106,66.44210815
133307,72.50526428
133412,135.6631622
133607,177.4315948
133707,181.3894806
133908,176.5894623
134027,176.8421021
134209,181.3894806
134328,177.6842041
134427,174.7368469
134612,179.7052612
134731,179.8736877
134914,174.8210602
135033,177.6842041
135216,180.4631653
135336,176.5052643
135437,175.7473755
135619,179.621048
135739,178.1894684
135922,174.4842072
136039,178.2736664
,
,nexus7-2013-haida
6291,249.2631531
6391,250.9473724
6592,247.4105225
6792,245.5578918
6892,251.0315704
7093,252.8842163
7193,248.7578888
7394,246.6526184
7494,250.1894836
7694,251.705246
7795,250.2736816
7995,246.3999939
8096,247.9999847
8296,251.8736877
8397,251.705246
8597,248.5052795
8697,246.0631561
8897,251.621048
8998,253.5579071
9198,247.3263092
9310,247.4105225
9501,254.3157959
9601,255.915802
9815,249.3473511
9902,248.7578888
10104,255.915802
10211,256.336853
10405,249.5157928
10506,248.1684265
10707,254.3157959
10819,254.6526337
11008,247.2421112
11118,246.4842224
11309,253.5579071
11409,253.7263031
11609,250.0210419
11710,248.2526245
11910,251.0315704
12010,252.8000031
12211,249.1789551
12317,245.3894806
12512,244.9684143
12612,245.3052521
12813,244.8000031
12913,241.0947418
13115,240.1684265
13223,244.8842163
13415,246.3999939
13517,238.8210602
13721,239.0737
13836,245.8105316
14023,246.3999939
14124,240.5894623
14324,238.7368469
14525,245.4736938
14633,246.5684204
14826,239.6631622
14930,238.3157959
15127,245.4736938
15237,246.3999939
15429,239.9157715
15529,239.5789337
15732,244.6315613
15843,246.0631561
16037,238.4842072
16147,210.7789612
16338,153.9368439
16451,172.7157898
16638,171.8736877
16751,132.378952
16941,220.3789368
17073,248.6736755
17242,247.578949
17342,243.2841949
17542,242.2736664
17642,245.1368561
17843,243.621048
17959,241.2631531
18148,242.8631592
18263,249.0105133
18450,249.3473511
18550,245.4736938
18751,244.5473633
18870,247.8315887
19052,247.4105225
19171,240.4210663
19353,235.7052765
19454,110.3157959
19655,126.9052734
19778,172.5473633
19957,211.7894897
20090,189.7263031
20258,123.957901
20364,211.3684235
20562,235.1157837
20685,242.6947327
20864,245.9789429
20984,240.1684265
21167,241.0105286
21270,247.494751
21470,248.5052795
21574,242.6947327
21770,241.2631531
21893,247.494751
22075,248.0842133
22276,241.5999908
22396,239.9157715
22580,245.4736938
22699,87.32632446
22880,62.48420715
23002,95.74737549
23181,114.4421082
23281,102.8210602
23484,92.04211426
23600,125.2210541
23786,230.1473541
23900,240.9263
24094,239.4105377
24201,238.8210602
24394,245.8947296
24501,248.1684265
24697,243.1999969
24807,240.7579041
24999,243.7052612
25099,245.8947296
25300,243.7894897
25411,240.6736908
25601,241.5157928
25704,245.8947296
25903,245.0526276
26004,208.9263
26205,34.61053467
26319,74.52632141
26508,83.957901
26614,84.29473877
26811,74.02105713
26923,193.9368591
27112,242.2736664
27212,235.1157837
27413,235.957901
27525,245.4736938
27716,247.2421112
27816,241.3473663
28017,240.2526245
28142,244.5473633
28319,245.5578918
28432,242.2736664
28621,240.5052643
28735,244.1263275
28928,244.6315613
29037,123.53685
29229,80.75790405
29330,86.82106018
29531,97.01052856
29653,102.4842072
29832,131.8736877
29940,216.2526245
30136,239.5789337
30236,242.6947327
30438,239.4105377
30640,237.8105316
30754,245.8105316
30941,247.9157867
31053,242.1894684
31244,240.1684265
31345,245.9789429
31549,246.3999939
31663,241.5157928
31849,240.3368378
31961,246.1473846
32152,248.8421173
32253,244.6315613
32453,242.3578949
32566,245.5578918
32758,248.7578888
32869,246.0631561
33061,244.8000031
33161,246.4842224
33362,247.578949
33475,244.8842163
33665,243.3684235
33778,242.6947327
33969,246.0631561
34080,246.4842224
34271,240.4210663
34382,238.9052582
34572,243.5368347
34673,240.6736908
34875,151.8315735
34988,23.41052246
35178,11.28421021
35279,7.663162231
35479,5.052627563
35594,4.29473877
35789,9.347366333
35894,47.66316223
36094,63.57894897
36194,117.4736938
36395,105.8526306
36496,127.1578979
36696,177.0947418
36801,227.1999969
37002,243.0315857
37108,245.7263184
37304,241.6842041
37404,239.8315735
37604,244.1263275
37704,245.1368561
37905,192.2526398
38008,36.37895203
38208,17.85263062
38408,13.81053162
38514,14.56842041
38714,19.03158569
39015,130.2736816
39115,138.3578949
39316,143.9157867
39421,142.9894714
39622,137.1789398
39727,123.0315857
39922,149.8105316
40024,209.8526306
40227,245.1368561
40529,240
40631,240.1684265
40831,245.8105316
40934,243.3684235
41134,197.7263184
41234,77.38948059
41435,26.86315918
41535,16.08421326
41735,11.11578369
41841,13.22105408
42042,44.71578979
42345,105.6000061
42448,130.2736816
42647,154.9473724
42752,155.621048
42950,132.7157898
43053,125.9789581
43254,138.0210571
43355,230.5684204
43555,240.6736908
43657,239.4947357
43858,244.8842163
43961,246.2315826
44159,237.6421051
44262,219.7894745
44463,206.8210602
44566,86.14736938
44776,27.53684998
44970,20.54736328
45070,18.10527039
45271,10.52632141
45382,3.452636719
45574,11.03158569
45674,55.57894897
45875,79.74737549
45975,111.578949
46176,137.6000061
46277,153.8526306
46477,148.7157898
46577,124.7157898
46781,165.5578918
46883,232.5894775
47084,246.7368469
47187,240.5052643
47387,237.7263336
47488,245.0526276
47688,246.0631561
47788,238.4000092
47989,185.0947418
48089,51.19999695
48293,19.11578369
48395,6.736846924
48596,6.484207153
48696,7.747375488
48896,15.24211121
48997,58.10527039
49197,89.85263062
49300,118.8210602
49500,146.1052704
49600,150.5684204
49805,145.4315796
49903,131.8736877
50103,151.2421112
50203,206.1473694
50404,238.9052582
50504,245.1368561
50705,245.6420898
50815,240
51008,240.0842285
51108,245.5578918
51310,246.2315826
51410,240.5052643
51611,239.5789337
51711,245.4736938
51912,246.3999939
52014,240.0842285
52215,240.1684265
52328,245.8105316
52517,245.1368561
52619,240.2526245
52826,239.9157715
52921,243.7052612
53121,242.6105194
53231,240.3368378
53423,241.0105286
53523,244.9684143
53725,243.4526367
53927,237.9789429
54030,148.9684143
54229,91.62106323
54337,76.04211426
54530,61.47367859
54631,54.56842041
54850,49.34736633
54933,54.23158264
55133,57.26315308
55234,56
55440,188.1263123
55541,241.0105286
55741,239.7473755
55842,244.7157898
56042,246.3157806
56142,239.9157715
56343,238.6526337
56443,244.6315613
56643,246.1473846
56743,238.9894714
56944,150.9894714
57044,90.18948364
57244,80.75790405
57344,82.69474792
57545,75.36842346
57645,65.6000061
57845,59.62104797
57945,67.11579895
58146,137.3473663
58246,237.3052673
58447,246.4842224
58547,239.6631622
58747,239.9157715
58847,245.0526276
59048,244.9684143
59148,240.1684265
59353,240.9263
59451,245.7263184
59652,242.6947327
59752,234.2736816
59952,105.5157928
60052,83.957901
60253,82.27368164
60353,84.04211426
60553,76.29473877
60653,73.43157959
60854,67.03158569
61154,218.9473724
61355,247.3263092
61455,239.8315735
61655,238.8210602
61755,244.6315613
61956,246.3157806
62057,239.9157715
62257,239.5789337
62358,245.5578918
62560,246.2315826
62662,239.8315735
62866,238.9052582
62965,219.705246
63165,90.52632141
63266,70.48420715
63467,57.17895508
63567,52.04211426
63770,50.18946838
63875,49.01052856
64173,203.3684387
64378,244.8842163
64477,242.2736664
64677,239.5789337
64779,243.5368347
64980,243.8736877
65082,243.0315857
65282,239.5789337
65389,243.4526367
65585,244.6315613
65685,243.115799
65890,239.8315735
65989,242.5263214
66190,245.0526276
66290,240.5052643
66491,114.4421082
66591,93.13684082
66791,116.2105255
66894,121.0105286
67092,121.2631683
67193,116.8000031
67404,85.72631836
67493,96.92631531
67693,224.8421021
67794,242.5263214
67994,245.1368561
68095,242.5263214
68296,240.5052643
68403,244.5473633
68597,246.2315826
68697,242.9473572
68899,240.1684265
69098,242.5263214
69198,245.9789429
69401,242.7789612
69508,240.5894623
69699,242.1894684
69806,244.8842163
69999,243.4526367
70109,240.1684265
70300,243.4526367
70411,245.6420898
70600,242.8631592
70714,241.2631531
70901,242.6947327
71014,245.7263184
71201,243.4526367
71318,240.6736908
71502,243.115799
71609,245.3894806
71802,244.7157898
71912,240.9263
72204,241.3473663
72304,246.2315826
72504,245.0526276
72604,241.1789398
72905,245.8947296
73105,244.9684143
73205,241.0947418
73406,242.7789612
73506,245.3894806
73707,243.8736877
73807,240.5894623
74007,241.7684326
74107,241.6842041
74308,222.0631409
74408,114.3578949
74609,90.77894592
74709,92.71578979
74909,93.30526733
75010,84.37895203
75210,63.57894897
75410,24.25263977
75611,240.6736908
75811,241.5157928
75911,245.3052521
76111,244.7157898
76212,240.1684265
76412,241.2631531
76512,246.0631561
76713,243.3684235
76913,241.0105286
77013,242.1894684
77214,245.6420898
77314,244.6315613
77514,240
77614,240.5894623
77815,243.9578857
77915,240.8421021
78115,219.0315704
78215,117.1368408
78416,64.42105103
78516,49.43157959
78716,34.77894592
78817,13.30526733
79418,236
79541,25.6842041
79721,242.9473572
79824,240.6736908
80022,242.3578949
80122,246.3157806
80323,243.3684235
80423,239.7473755
80624,242.8631592
80724,246.0631561
80925,241.0947418
81034,224.8421021
81226,150.2315826
81326,69.22105408
81529,87.15789795
81627,89.01052856
81828,69.6421051
82035,37.81053162
82128,50.94737244
82329,255.915802
82429,241.0105286
82529,245.8947296
82730,245.7263184
82933,240.6736908
83052,240.5052643
83236,244.6315613
83340,245.4736938
83539,240.0842285
83639,240.5894623
83840,243.8736877
83944,244.1263275
84143,235.957901
84248,193.9368591
84447,76.21052551
84552,94.48420715
84748,103.578949
84852,97.68421936
85061,86.3157959
85152,79.57894897
85353,42.10527039
85453,227.1999969
85653,245.3894806
85754,245.7263184
85959,240.5052643
86061,240.5894623
86259,245.2210541
86359,246.3999939
86571,240.6736908
86665,240
86866,244.1263275
86969,245.6420898
87167,239.5789337
87268,238.3157959
87468,245.0526276
87573,246.6526184
87769,239.4947357
87872,238.8210602
88075,245.3894806
88170,245.4736938
88371,239.4947357
88472,237.5578918
88672,241.1789398
88773,239.9157715
88974,219.4526367
89093,119.1578979
89274,153.6000061
89375,179.3684235
89586,131.957901
89676,97.09474182
89876,63.57894897
90078,173.7263184
90196,240.1684265
90380,238.0631714
90480,245.3052521
90683,245.4736938
90783,239.4947357
90984,238.9052582
91090,244.8842163
91287,245.6420898
91391,240
91591,238.9894714
91694,246.1473846
91894,245.1368561
91994,240.5052643
92195,240.0842285
92297,244.9684143
92498,245.4736938
92598,241.0947418
92798,239.3263092
92903,244.042099
93102,244.8842163
93202,242.6105194
93403,240.4210663
93505,242.2736664
93704,243.9578857
93804,243.7894897
94009,240.1684265
94115,242.4421082
94314,245.2210541
94414,244.9684143
94616,241.0947418
94716,239.4947357
94916,245.2210541
95020,245.3894806
95219,239.9157715
95322,240.6736908
95522,243.7052612
95627,244.6315613
95825,240.2526245
95929,239.5789337
96129,245.0526276
96229,246.4842224
96431,239.9157715
96536,238.7368469
96732,242.2736664
96835,181.2210541
97037,21.81053162
97241,15.83157349
97338,15.57894897
97538,15.07368469
97639,15.15789795
97840,14.65263367
97939,15.57894897
98140,13.81053162
98240,12.71578979
98440,13.55789185
98541,46.40000916
98741,91.11579895
98841,168.7578888
99042,240.2526245
99143,243.2841949
99344,245.4736938
99444,242.5263214
99645,240.0842285
99759,242.3578949
99945,242.5263214
100046,244.1263275
100254,238.9052582
100349,238.7368469
100550,243.7894897
100651,243.8736877
100852,238.9894714
100953,238.1473694
101154,243.7052612
101269,243.621048
101455,226.3578949
101555,125.0526428
101776,12.96841431
101856,4.126312256
102056,4.715789795
102161,7.410522461
102357,31.57894897
102457,83.87368774
102658,126.2315826
102785,232.0000153
102961,241.3473663
103061,245.3894806
103279,244.8842163
103362,240.3368378
103563,228.7157898
103663,242.9473572
103863,244.378952
103964,238.6526337
104164,237.8105316
104294,244.1263275
104466,245.2210541
104567,240.0842285
104784,238.9052582
104873,240.7579041
105069,239.6631622
105169,208.9263
105370,92.71578979
105490,20.46316528
105674,18.52632141
105875,17.6000061
105982,20.37895203
106176,32.25263977
106285,71.66316223
106477,116.1263123
106578,239.7473755
106779,237.9789429
106893,244.378952
107080,245.6420898
107190,238.6526337
107383,238.5684052
107495,243.115799
107687,244.2947235
107787,240.6736908
107988,238.5684052
108098,242.6105194
108290,242.9473572
108390,242.7789612
108593,238.1473694
108693,236.884201
108894,238.7368469
109007,208.0842285
109201,58.02105713
109301,20.80000305
109504,18.18946838
109612,17.43157959
109805,17.76841736
109905,25.34736633
110106,53.89474487
110207,130.3578949
110408,238.5684052
110709,244.8842163
110822,245.3052521
111011,240.7579041
111111,219.8736877
111312,234.1894684
111414,243.115799
111613,243.3684235
111714,238.6526337
111915,239.4947357
112024,244.042099
112217,243.8736877
112320,239.0737
112518,234.9473724
112624,235.2842102
112820,138.7789459
112931,17.26315308
113123,13.89474487
113324,14.56842041
113431,16
113625,26.52632141
113726,56.6736908
