waveCount,TotalWidth,tiltAve,deepest,class
1.0,358.975677,-0.012014200371256223,0.8280499519692603,slash
1.0,538.599999,0.6697458035293241,0.22958693563880883,slash
1.0,357.901249,-0.019559444435327755,0.7140115163147792,slash
1.0,355.428437,-0.01158415675586788,0.276657060518732,slash
1.0,358.596563,0.16345816144163017,0.9234449760765551,slash
0.5,5728.481039,-8.64722775124351E-4,0.009587727708533078,slash
1.0,362.129115,-0.04047156557636811,0.5139289145052833,slash
1.0,358.014481,0.02892764878427112,0.968299711815562,slash
1.0,539.451615,1.620232707490985,0.5542747358309318,slash
1.0,358.846302,-0.02952953358841004,0.9241114313160422,slash
2.0,1075.33552,1.0061916866164928,0.6935638808837656,up
1.0,1075.808593,1.4014714300211975,0.9702209414024976,up
1.0,899.258229,3.632160175364568,0.840537944284342,up
1.0,899.10625,0.9010480805282004,0.9365994236311239,up
1.0,897.824113,4.048208723024864,0.9289145052833814,up
1.0,1078.677344,1.3584521740525684,0.9384615384615385,up
1.0,897.610521,0.9375670242632201,0.9692307692307692,up
1.0,1077.672498,1.394819828088327,0.9596541786743515,up
1.0,895.871198,4.126095107596735,0.9260326609029779,up
1.0,898.714322,3.9906219902302373,0.9250720461095101,up
1.0,896.890051,-3.570152447906839,0.8318924111431316,down
1.0,896.874166,-0.9648401602422849,0.9759846301633045,down
1.0,895.315937,-4.034985241323284,0.9240384615384616,down
1.0,1078.707709,-1.369052338441726,0.9442843419788665,down
1.0,898.521717,-0.9366526460763036,0.968299711815562,down
1.0,896.789063,-0.8856672694854795,0.9250720461095101,down
1.0,899.070625,-4.185023337901006,0.9634615384615385,down
1.0,719.231459,-0.009593436847510795,0.8288461538461539,down
2.0,894.212134,-0.9020294565969165,0.925,down
1.0,898.743229,-0.9492870089292378,0.975,down
3.0,1613.042915,4.873610375530401,0.9558541266794626,roll
3.0,1614.709739,4.264719595925018,0.8355769230769231,roll
2.0,1254.916458,-4.640364889929422,0.9692307692307692,roll
3.0,1615.66953,-3.578746569896527,0.7037392138063279,roll
3.0,1614.563957,-4.182869019517655,0.8288461538461539,roll
3.0,1615.143905,3.488238638332782,0.6868395773294909,roll
3.0,1437.713124,-2.6926903990984603,0.553742802303263,roll
1.0,360.066197,-0.023745607994646978,0.32053742802303264,roll
3.0,1615.400417,4.873543844057347,0.9634615384615385,roll
3.0,1439.332395,1.668227020649229,0.34197886647454373,roll
1.0,1078.663018,-1.4754840544577705,0.9980769230769231,hide
1.0,1078.164949,-0.01028071247227369,0.9980769230769231,hide
1.0,1077.73776,0.0031466134184752192,0.9971181556195965,hide
1.0,1075.566197,9.508781441185388E-4,1.0,hide
1.0,1256.569948,-0.47167103355945983,0.9990384615384615,hide
1.0,1078.010207,-0.0018742359266488151,0.9971181556195965,hide
1.0,1252.698646,-0.47485393100917483,0.9980769230769231,hide
1.0,1255.412291,0.48927749852966995,0.9990384615384615,hide
1.0,1076.62427,-0.0068744395580468964,0.9980787704130644,hide
1.0,1075.713751,-1.423012113102029E-4,0.9990393852065321,hide
1.0,360.7565,0.10902111866598574,0.8814691151919867,slash
1.0,357.094542,0.12847491056830496,0.9051580698835274,slash
0.5,6822.996004,0.004985246965018403,0.033277870216306155,slash
1.0,359.212208,0.056190541690560813,0.9532554257095158,slash
0.5,6105.262587,0.00253188244786473,0.01990049751243781,slash
1.0,359.83675,0.017988482936567962,0.3933333333333333,slash
1.0,357.334792,-0.031053747600932713,0.9583333333333334,slash
1.0,361.484083,0.11347599244620099,0.9316666666666666,slash
0.5,355.638751,-0.0037987304762785723,0.06333333333333334,slash
1.0,359.68575,0.10402845152775342,0.956738768718802,slash
1.0,899.666334,0.5348806129338133,0.9584026622296173,up
1.0,1080.897584,0.7974541469823128,0.9600665557404326,up
1.0,1080.133,0.8025898108976195,0.9617940199335548,up
1.0,1078.485667,2.528100721577079,0.9500831946755408,up
1.0,1258.164668,0.9580087008202721,0.9566666666666667,up
1.0,1077.001126,0.7908580616411696,0.9583333333333334,up
1.0,1075.725001,0.8129788577669202,0.9667774086378738,up
1.0,1074.616334,0.8214405171321932,0.96843853820598,up
1.0,1435.355042,-0.0012967294331492907,0.9650582362728786,up
1.0,1079.775126,0.792176401726122,0.9418604651162791,up
1.0,899.030001,-0.537156327507867,0.9717138103161398,down
1.0,1257.82075,-0.9581425422764491,0.9667774086378738,down
1.0,1074.848792,-0.8084641435666453,0.9651162790697675,down
1.0,894.079417,-2.4601834079347715,0.9600665557404326,down
1.0,1078.154126,-0.8081278406150999,0.9683860232945092,down
1.0,1074.141959,-0.7967407657560527,0.9700499168053245,down
1.0,895.516042,-2.3942134210491792,0.9583333333333334,down
1.0,1080.059126,-2.561166495902027,0.9583333333333334,down
1.0,1074.67875,-0.814505115936513,0.9651162790697675,down
1.0,899.273334,-2.420614090653936,0.956738768718802,down
2.0,1256.318126,2.3575653133350842,0.8519134775374376,roll
3.0,1795.252876,2.803516863829711,0.9451827242524917,roll
2.5,2153.581835,-9.761640366240387E-4,0.9717138103161398,roll
3.0,1794.075001,2.8200636278334317,0.9500831946755408,roll
2.5,1797.013501,-2.6175514063862555,0.8922056384742952,roll
1.5,1254.683001,-2.5698969641612486,0.9173553719008265,roll
2.0,1079.523209,2.2864090096931515,0.8533772652388797,roll
3.0,1617.599542,-2.824000703600986,0.9450915141430949,roll
3.0,1436.661126,2.6910621106997112,0.915282392026578,roll
1.5,1615.474667,2.809681925682444,0.9485049833887044,roll
1.0,1077.444167,-0.810190852934727,0.9700499168053245,hide
1.0,1257.249293,-0.2727850896373005,0.978405315614618,hide
1.0,1437.432209,5.845622009323925E-4,0.995,hide
1.0,1082.263084,-0.00801517465869872,1.0,hide
1.0,1074.858334,-0.8440176175884422,1.0,hide
1.0,1077.798458,-0.003225190398218114,0.9983388704318937,hide
1.0,1257.103417,-0.2732748984461487,1.0,hide
1.0,1260.584084,-0.9927158452966622,0.9966722129783694,hide
1.0,1261.668709,-0.28075082781971494,1.0,hide
1.0,1081.896459,-1.0686038261376041E-4,0.9966666666666667,hide
1.0,280.501,-0.009122649203533673,0.35590551181102364,slash
1.0,350.591,1.2842767499600094,0.42586750788643535,slash
1.0,280.736,0.038662256835147346,0.40536277602523657,slash
1.0,351.411,1.2532542828837396,0.42496050552922593,slash
1.0,350.208,1.0079651899536148,0.3291338582677165,slash
1.0,279.573,-4.011276231015579,0.3280757097791798,slash
1.0,280.679,-0.04084454892915801,0.32701421800947866,slash
1.0,350.817,1.2038049302496274,0.3984251968503937,slash
1.0,280.575,4.755294670869016,0.3990536277602524,slash
1.0,422.547,-1.4000752418036164,0.3165354330708661,slash
1.0,772.408,1.8006627387696272,0.9304897314375987,up
1.0,842.048,2.0471189058710575,0.9100946372239748,up
1.0,771.734,1.8706868122861593,0.9684542586750788,up
1.0,840.716,2.04759039146682,0.8992125984251969,up
1.0,913.056,1.2898581159877867,0.9461172741679873,up
1.0,772.052,1.854275522232025,0.9542586750788643,up
1.0,842.267,2.0321782877549173,0.8958990536277602,up
1.0,842.61,2.214801865603325,0.9763779527559056,up
1.0,912.434,2.2512268639610866,0.9023622047244094,up
1.0,983.24,1.4465062072366712,0.8962264150943396,up
1.0,771.059,-1.8850293095654291,0.9747634069400631,down
1.0,702.453,-0.009953225385443965,0.9826224328593997,down
1.0,702.247,-1.4103468498965515,0.9419152276295133,down
1.0,772.186,-1.8942972165916294,0.970125786163522,down
1.0,701.826,0.008458681614667451,0.9810126582278481,down
1.0,631.182,-2.8740077728412468,0.9605678233438486,down
1.0,702.514,-0.009375621685182356,0.9669291338582677,down
1.0,701.351,-1.4621187098558623,0.9747634069400631,down
1.0,770.855,-3.703407702574927,0.9825949367088608,down
1.0,630.658,-2.8015662058117288,0.9291338582677166,down
3.0,1403.615,1.8458975873379422,0.3704866562009419,roll
3.0,1332.717,-2.2719601573580066,0.28188976377952757,roll
3.0,1331.942,-0.07955193758741952,0.4062992125984252,roll
3.0,1333.452,-0.08340516241031404,0.4141732283464567,roll
3.0,1473.719,-0.06722582063419302,0.4059561128526646,roll
3.0,1331.799,0.0788625693295324,0.39308176100628933,roll
3.0,1406.493,2.6249628072686644,0.3264984227129338,roll
3.0,1472.276,3.1142768754484873,0.3814756671899529,roll
2.0,1401.811,3.42846783886762,0.4267716535433071,roll
3.0,1401.683,-0.002008164506461352,0.4047244094488189,roll
1.0,911.795,0.4261078181155109,1.0,hide
1.0,907.145,-0.41061499805428747,1.0,hide
1.0,911.261,0.42476569895155114,1.0,hide
1.0,841.459,-0.01351742465249739,1.0,hide
1.0,982.151,0.008376057245770063,1.0,hide
1.0,912.052,0.4440011731197919,1.0,hide
1.0,843.188,0.004837770293611321,1.0,hide
1.0,840.822,1.0441247287980486,1.0,hide
1.0,909.71,-1.3496582609557746,0.9984251968503937,hide
1.0,982.088,0.004877241674909438,1.0,hide
0.5,1007.08008,-2.0234972853575384,0.521632344121006,slash
1.0,303.588867,1.2408969342758476,0.5602797768418191,slash
1.0,2014.068604,-1.1455544060894238,0.5809308564105141,slash
1.0,300.659179,-1.3769890688187973,0.6100151694999839,slash
0.5,1710.968017,-0.19130075571431174,0.5705417319459384,slash
1.0,300.842285,1.4240678297230627,0.6256825720237759,slash
1.0,604.034425,0.00522209642381255,0.4807801668450055,slash
1.0,604.248046,0.006328771406859168,0.5047152178734751,slash
1.0,1714.477538,1.016998769176998,0.5260397116498989,slash
1.0,6044.158935,0.6542399699607411,0.4658232833838722,slash
1.0,805.297851,-3.1005209129331135E-4,0.9242109320103964,up
1.0,2321.044922,0.8530460926355008,0.9703342013106278,up
1.0,1109.436034,0.8781836203458806,0.9626256793382512,up
1.0,1508.880616,1.078030149466404,0.9599100676162969,up
1.0,1006.988526,0.7917057224280941,0.9476271644936367,up
1.0,1106.567384,0.45931104087839847,0.974938309388257,up
1.0,905.059816,0.7191669729300805,0.9728137016647974,up
2.0,1613.220215,0.47343909773118015,0.973182233837761,up
1.0,1111.114501,0.1351856433303652,0.9338320023114401,up
1.0,1110.076904,0.8868863153705275,0.9706105490708872,up
1.0,805.57251,-0.5784178945969486,0.9685069350649332,down
1.0,905.242921,0.2099089819013643,0.961450803124756,down
1.0,907.867433,0.21652582661433895,0.9756746530428094,down
1.0,905.090329,-0.21781211016503688,0.9743967610892821,down
1.0,3323.791504,0.047706165237132225,0.9667165334209915,down
1.0,1207.855223,-0.24898729529883767,0.9735099308231147,down
1.0,908.477785,-0.22219286105449687,0.961837589583123,down
1.0,703.88794,-0.3594336998062657,0.9640411027380911,down
1.0,805.358887,-0.5591428011479718,0.9685773963718278,down
1.0,907.623291,-0.7255759253348735,0.9734496962223049,down
3.0,1509.979248,-2.0183497730122024,0.47839734273083373,roll
3.0,1309.661863,2.1059295204899695,0.5129710198980308,roll
3.0,1412.170412,1.0333630973663142,0.5512796453404629,roll
3.0,2720.092772,2.370958379691215,0.5663632496926778,roll
3.0,1814.544678,0.13535313634077634,0.5908576071718035,roll
3.0,1409.942628,1.0440924399208775,0.5673276422637917,roll
3.0,1510.314942,1.003244748520688,0.5353535248887895,roll
1.5,1611.419678,-2.2357511544933284,0.5462753968804746,roll
3.0,2769.348146,-0.07687300751521048,0.8978514874774544,roll
3.0,1516.174318,2.1628844710309596,0.5231290290002839,roll
1.0,2320.739747,0.47559208583581974,0.9930241454701186,hide
1.0,906.311035,-0.21897422479729056,0.9950626778303434,hide
1.0,1007.232667,0.3668205855377762,0.9954622700215876,hide
1.0,1007.232665,0.0011200878601361763,0.9986719700776625,hide
1.0,1208.557128,5.19255027693899E-4,0.9982951451194689,hide
1.0,1007.049561,-0.36888281773498643,0.9975425217888181,hide
1.0,1107.60498,-0.4685706095753077,0.994104237513595,hide
1.0,906.494139,-0.22059021315693983,0.9956554552474206,hide
1.0,1006.68335,0.36246580606487055,0.9935040089999456,hide
1.0,911.437987,0.22031990136123902,0.9975425217888181,hide
1.0,337.499375,-0.9150380382320353,0.8723404255319149,slash
1.0,268.029426,0.03520190645343213,0.9723404255319149,slash
1.0,203.017344,-3.1026476242036876,0.9319148936170213,slash
1.0,200.317552,1.6906724545246266,0.8319148936170213,slash
1.0,201.48625,3.3277203984464694,0.948936170212766,slash
1.0,267.134375,0.0815555492814366,0.948936170212766,slash
1.0,201.930208,0.9780714394530728,0.28085106382978725,slash
1.0,200.274529,3.3983154254391277,0.9319148936170213,slash
1.0,200.001094,-1.6128030264177098,0.44468085106382976,slash
1.0,200.303489,3.302510248202028,0.8851063829787233,slash
1.0,673.796979,0.5838688935458471,0.9765957446808511,up
1.0,535.565311,0.8972811367729445,0.9723404255319149,up
1.0,938.403125,-0.6055107631141672,0.9723404255319149,up
1.0,873.292551,0.16786965551778765,0.9659574468085106,up
1.0,669.888542,0.5832908966467103,0.9723404255319149,up
1.0,740.262448,0.7263862429985923,0.9723404255319149,up
1.0,938.560261,0.2840418823708747,0.9659574468085106,up
1.0,938.573854,-0.004831774293850621,0.9723404255319149,up
1.0,1409.888958,-0.1888898950751089,0.9659574468085106,up
1.0,940.63901,-0.007687039295680487,0.9723404255319149,up
1.0,662.884062,-1.2915161048492658,0.9765957446808511,down
1.0,674.428229,-0.5408998947144021,0.9425531914893617,down
1.0,603.300312,-0.35318689125338576,0.9765957446808511,down
1.0,671.971354,-1.283008558390069,0.9723404255319149,down
1.0,598.710729,-1.1272028057593446,0.9765957446808511,down
1.0,607.667499,-1.106774259625955,0.9725158562367865,down
1.0,670.914427,-1.2742683071490621,0.9723404255319149,down
1.0,604.957969,-1.1352947143750496,0.9765957446808511,down
1.0,741.299687,-0.7193376862802602,0.9765957446808511,down
1.0,675.997448,-0.5340102299831457,0.9723404255319149,down
3.0,1339.479219,2.9833681942665877,0.9704016913319239,roll
3.0,1545.523126,0.7206495716081435,0.9534883720930233,roll
2.5,1338.405885,3.1192564300926886,0.9534883720930233,roll
3.0,1476.141301,-2.9827302875503037,0.9365750528541226,roll
3.0,1544.48052,-0.22965761043325805,0.8160676532769556,roll
3.0,2751.50703,0.04695000824427914,0.9468085106382979,roll
3.0,1410.47828,-0.044022962235376384,0.7124735729386892,roll
3.0,1409.852396,-2.2358039477996297,0.7061310782241015,roll
3.0,1543.080676,-2.9288698411482486,0.9238900634249472,roll
3.0,1481.82151,-2.670820380980604,0.879492600422833,roll
1.0,804.446093,-0.004141327406523843,0.9957446808510638,hide
1.0,870.260729,-0.52510601150117,0.9957446808510638,hide
1.0,1006.903855,-0.13414692547152618,0.9957716701902748,hide
1.0,1010.107916,0.12798673324908683,0.9957446808510638,hide
1.0,938.770469,0.30025476365781556,1.0,hide
1.0,872.000885,-0.17437391402520008,0.9957716701902748,hide
1.0,1006.456823,-0.12585545316253433,1.0,hide
1.0,1477.402812,-0.5338936382327166,1.0,hide
1.0,740.429271,-0.2182532149589944,1.0,hide
1.0,1009.045886,-0.12079301692908762,0.9957716701902748,hide
