,1,,,2
126969,2.105270386,,119695,182.3999939
127162,160.2526245,,119796,182.4842224
127276,247.7473755,,119991,181.0526276
127565,246.7368469,,120098,178.1894684
127765,245.5578918,,120292,163.3684235
127866,245.3894806,,120401,60.88421631
128066,244.8000031,,120592,60.63157654
128166,243.8736877,,120702,176.0842285
128367,245.0526276,,120803,177.5157928
128490,243.5368347,,120993,184.8421173
128673,244.5473633,,121106,184.7578888
128773,243.4526367,,121394,185.0947418
128974,244.042099,,121394,183.9157867
129074,243.9578857,,121694,185.0947418
129214,downRight4,,121795,184.5894775
129275,243.8736877,,121995,184.2526245
129377,243.7052612,,122095,183.0736847
129577,245.0526276,,122196,183.4105225
129695,245.4736938,,122397,181.8105316
129877,244.9684143,,122497,181.3894806
129978,245.7263184,,122700,181.4736938
130178,246.8210602,,122800,182.3157806
130279,247.3263092,,123100,183.494751
130479,247.9999847,,123401,182.9052582
130580,247.9157867,,123401,downRight3
130780,249.0947418,,123401,182.0631561
130881,247.8315887,,123702,182.3157806
131081,248.421051,,123802,182.1473846
131182,247.9157867,,124002,182.2315826
131382,247.8315887,,124102,181.7263184
131486,245.8947296,,124203,180.8842163
131683,246.5684204,,124403,183.494751
131784,245.0526276,,124503,183.3263092
131984,242.7789612,,124704,183.1578979
132108,80.08421326,,124804,184.1684265
132285,4.631576538,,125004,184.0842133
132486,175.2420959,,125104,184.1684265
132586,244.8842163,,125204,183.9157867
132786,246.2315826,,125405,183.7473755
132887,246.3999939,,125505,183.3263092
133088,244.8842163,,125706,181.8947296
133188,244.7157898,,125806,178.4421082
133390,243.9578857,,126006,176.7579041
133491,242.9473572,,126107,114.8631592
133692,241.6842041,,126307,32.6736908
133793,242.4421082,,126507,178.4421082
133993,242.2736664,,126708,184.1684265
134093,241.4315948,,126808,186.6105194
134294,242.6947327,,127009,185.2631531
134326,downRight5,,127111,185.0105133
134396,242.3578949,,127309,184.8421173
134596,243.5368347,,127510,184.7578888
134697,243.7894897,,127710,184.421051
134897,245.3894806,,127810,182.9052582
134998,245.2210541,,128010,182.2315826
135197,246.4842224,,128112,182.4842224
135307,246.7368469,,128312,180.8842163
135498,247.4105225,,128413,180.9684143
135632,248.421051,,128513,183.2421112
135900,247.8315887,,128713,182.3157806
136100,248.5894775,,128813,181.8105316
136217,247.7473755,,129014,182.1473846
136402,246.8210602,,129114,181.8947296
136537,244.8842163,,129214,downRight4
136702,242.6105194,,129316,181.6420898
136832,241.0105286,,129414,181.3052521
137003,237.7263336,,129615,181.5578918
137149,137.3473663,,129715,181.8947296
137304,7.831573486,,129815,181.0526276
137418,50.94737244,,130016,180.2105255
137604,258.6105347,,130116,181.3894806
137712,246.3999939,,130316,183.2421112
137906,246.2315826,,130416,182.3157806
138007,245.6420898,,130617,183.578949
138207,245.2210541,,130717,182.9052582
138407,245.0526276,,130817,181.7263184
138608,243.3684235,,131017,182.0631561
138708,243.5368347,,131118,181.3052521
138908,242.7789612,,131318,178.1052704
139008,243.621048,,131418,147.7894745
139209,244.042099,,131619,39.74737549
139309,243.8736877,,131719,58.52632141
139440,downRight6,,131919,201.3473816
139510,243.0315857,,132019,184.5052795
139610,243.4526367,,132119,184.3368378
139810,243.9578857,,132325,184.6736755
139910,245.6420898,,132422,184.3368378
140113,245.8105316,,132622,184.5894775
140212,245.6420898,,132722,184.421051
140413,246.7368469,,132823,183.9157867
140513,248.0842133,,133023,183.3263092
140714,248.3368378,,133132,182.3157806
140814,248.5052795,,133324,182.1473846
141014,248.3368378,,133424,181.3052521
141114,248.2526245,,133625,181.7263184
141315,248.0842133,,133725,181.3894806
141415,248.5894775,,133925,181.8105316
141616,247.8315887,,134025,182.1473846
141823,246.3999939,,134126,182.3157806
141920,245.4736938,,134326,downRight5
142121,244.8842163,,134326,181.7263184
142221,243.9578857,,134630,180.9684143
142421,239.4947357,,134727,182.3157806
142522,133.0526276,,134927,182.1473846
142722,5.557891846,,135027,181.2210541
142824,210.7789612,,135128,182.1473846
143024,246.3999939,,135328,182.9894562
143124,247.7473755,,135428,183.3263092
143325,246.3999939,,135629,183.578949
143425,245.8947296,,135729,183.8315887
143625,244.7157898,,135929,182.9894562
143726,243.7052612,,136029,183.3263092
143926,241.3473663,,136129,180.2947235
144026,242.4421082,,136330,176.5052643
144227,241.5999908,,136430,146.1894684
144342,242.6947327,,136630,43.957901
144528,243.115799,,136931,177.5157928
144628,243.4526367,,137031,183.0736847
144848,243.1999969,,137133,184.7578888
144928,242.8631592,,137332,184.8421173
144950,downRight7,,137432,184.3368378
145229,243.3684235,,137636,184.1684265
145430,244.042099,,137732,184.421051
145530,244.6315613,,137938,184.0842133
145732,245.3894806,,138049,183.578949
145833,245.1368561,,138237,183.1578979
146032,246.5684204,,138337,181.0526276
146134,247.3263092,,138439,181.6420898
146335,247.9999847,,138739,181.9789429
146434,248.2526245,,138940,182.0631561
146638,248.421051,,139040,182.3999939
146738,248.6736755,,139240,181.2210541
146939,248.5052795,,139340,181.9789429
147046,248.0842133,,139440,downRight6
147240,247.9999847,,139440,181.7263184
147348,247.4105225,,139641,182.3999939
147541,245.9789429,,139741,181.5578918
147641,245.3052521,,139941,181.4736938
147848,243.8736877,,140042,180.6315613
147942,239.4947357,,140242,181.3052521
148142,52.63157654,,140342,182.9894562
148243,5.473678589,,140443,183.1578979
148443,114.6105347,,140643,183.494751
148543,245.8105316,,140744,182.9052582
148749,246.5684204,,140943,183.8315887
148863,246.2315826,,141244,181.8947296
149049,246.3999939,,141350,182.4842224
149150,245.1368561,,141449,177.6842041
149352,244.1263275,,141645,166.9894714
149450,243.2841949,,141751,68.63157654
149651,242.2736664,,141945,40.75790405
149755,241.5999908,,142053,160.3368378
149953,241.7684326,,142246,180.6315613
150052,242.9473572,,142354,184.2526245
150262,downRight8,,142455,185.0947418
150253,242.6947327,,142646,184.2526245
150453,241.5999908,,142766,183.8315887
150556,243.2841949,,142947,183.9999847
150754,243.621048,,143065,184.0842133
150854,244.8842163,,143347,183.9999847
151055,245.1368561,,143448,182.2315826
151155,245.5578918,,143648,183.0736847
151373,247.494751,,143748,182.1473846
151456,247.8315887,,143848,181.4736938
151656,248.5894775,,144048,182.0631561
151957,249.0105133,,144149,181.3894806
152059,248.2526245,,144349,182.9894562
152259,247.7473755,,144449,181.9789429
152361,247.9999847,,144649,183.494751
152560,247.7473755,,144749,182.4842224
152660,247.663147,,144850,182.2315826
152861,246.8210602,,144950,downRight7
152961,245.0526276,,145050,183.3263092
153162,151.578949,,145150,182.0631561
153262,3.031585693,,145350,181.6420898
153462,125.2210541,,145751,187
153563,246.3999939,,145851,19.03158569
153763,246.7368469,,146052,182.9894562
153863,246.0631561,,146152,184.1684265
154064,245.0526276,,146252,183.9157867
154164,242.6105194,,146453,184.0842133
154368,240.6736908,,146553,183.494751
154465,240.5052643,,146753,183.7473755
154665,241.4315948,,146853,183.1578979
154765,241.3473663,,147054,182.9052582
154966,241.0947418,,147154,179.621048
155066,240.7579041,,147354,177.7684326
155178,downRight9,,147455,90.27368164
155267,241.5999908,,147555,37.30526733
155367,241.2631531,,147755,167.4947357
155568,241.5157928,,147855,183.2421112
155668,243.2841949,,148058,185.0947418
155868,245.2210541,,148158,184.7578888
155968,245.7263184,,148359,184.6736755
156169,247.663147,,148459,184.5052795
156269,247.2421112,,148559,184.5894775
156470,247.4105225,,148759,184.2526245
156570,248.6736755,,148859,185.1789551
156771,248.421051,,149060,183.578949
156871,248.0842133,,149160,181.9789429
157072,246.4842224,,149360,183.1578979
157189,247.7473755,,149460,181.5578918
157378,246.0631561,,149560,182.1473846
157477,245.8947296,,149761,181.3052521
157675,243.621048,,149861,182.2315826
157796,172.042099,,150062,181.6420898
157975,3.621047974,,150162,181.5578918
158177,228.46315,,150262,downRight8
158302,246.1473846,,150362,181.8947296
158386,245.8105316,,150463,181.3052521
158579,244.042099,,150763,181.7263184
158701,242.1052704,,150863,180.9684143
158890,240.5052643,,151064,181.0526276
158989,240.6736908,,151164,181.8947296
159182,240.5894623,,151364,182.9052582
159307,240.9263,,151464,182.9894562
159484,241.0105286,,151665,183.494751
159687,241.1789398,,151765,184.5052795
159784,downRight10,,151865,183.2421112
159813,240.3368378,,152065,182.9052582
159991,240.4210663,,152166,183.0736847
160091,242.3578949,,152366,181.2210541
160292,241.5999908,,152466,177.0947418
160417,243.7052612,,152667,118.4842072
160593,245.7263184,,152767,23.49473572
160693,246.3157806,,152967,126.1473694
160895,247.4105225,,153067,184.3368378
160995,248.7578888,,153168,184.6736755
161196,248.2526245,,153368,185.5157928
161319,248.3368378,,153468,184.5052795
161498,247.578949,,153669,184.421051
161631,247.4105225,,153769,184.6736755
161800,247.8315887,,153870,184.421051
161912,247.4105225,,154070,183.8315887
162104,247.3263092,,154371,182.4842224
162231,246.8210602,,154471,182.3157806
162404,245.1368561,,154671,183.1578979
162504,243.2841949,,154773,181.9789429
162705,238.0631714,,154874,182.0631561
162805,71.32632446,,155074,181.3894806
163006,30.14736938,,155178,downRight9
163106,255.8315735,,155178,182.9894562
163307,245.8105316,,155375,182.0631561
163407,245.9789429,,155475,181.8105316
163608,245.2210541,,155681,181.9789429
163709,246.1473846,,155776,183.3263092
163909,247.4105225,,155976,182.9894562
164009,245.8947296,,156076,183.663147
164209,244.9684143,,156177,184.2526245
164321,242.8631592,,156377,182.3999939
164510,244.042099,,156477,183.494751
164619,243.9578857,,156678,183.4105225
164815,244.7157898,,156778,182.3999939
164950,245.6420898,,156978,182.9894562
165118,245.8105316,,157078,183.2421112
165218,245.3894806,,157178,178.6947327
165419,244.5473633,,157379,122.1894836
165544,244.8842163,,157479,37.72631836
165720,245.1368561,,157679,183.9999847
165834,245.3052521,,157779,184.0842133
166024,244.8000031,,157980,184.5894775
166127,244.9684143,,158080,183.578949
166425,245.0526276,,158184,183.663147
166625,247.4105225,,158381,184.9263153
166745,244.8000031,,158497,184.1684265
166808,toLeft1,,158685,183.578949
167026,245.3052521,,158782,181.9789429
167327,244.5473633,,158983,182.0631561
167529,244.9684143,,159083,182.9052582
167633,245.1368561,,159208,183.2421112
167830,245.2210541,,159383,183.3263092
168030,245.3052521,,159484,182.2315826
168138,245.4736938,,159684,181.6420898
168331,245.9789429,,159784,downRight10
168438,245.4736938,,159784,183.7473755
168632,245.7263184,,159984,181.3894806
168741,246.0631561,,160085,182.2315826
168936,245.3894806,,160195,183.0736847
169043,246.0631561,,160385,181.7263184
169237,245.6420898,,160486,181.3894806
169339,245.8947296,,160700,183.0736847
169537,247.3263092,,160787,183.494751
169646,248.7578888,,160986,185.1789551
169838,247.9157867,,161088,184.2526245
169980,249.0105133,,161287,183.1578979
170139,248.421051,,161391,183.494751
170264,248.5052795,,161490,184.421051
170439,248.7578888,,161688,184.2526245
170580,248.8421173,,161792,183.494751
170740,248.2526245,,161988,179.3684235
170873,248.7578888,,162095,176.7579041
171041,243.1999969,,162289,96.33685303
171177,222.8210602,,162397,39.83157349
171341,69.47369385,,162589,177.9368286
171444,208,,162699,184.3368378
171653,241.3473663,,162800,183.9157867
171843,247.8315887,,162997,183.663147
172045,249.0947418,,163142,183.9157867
172144,249.3473511,,163292,183.8315887
172345,248.5894775,,163428,184.1684265
172445,249.1789551,,163502,185.1789551
172646,248.7578888,,163794,184.3368378
172746,248.3368378,,163996,185.1789551
172947,248.5052795,,164108,184.1684265
173047,247.663147,,164297,183.1578979
173247,245.1368561,,164428,181.8947296
173348,244.9684143,,164510,181.8105316
173548,244.8000031,,164700,182.1473846
173648,245.1368561,,164826,182.3999939
173849,245.0526276,,165002,180.8000031
173949,244.1263275,,165116,182.0631561
174150,245.0526276,,165303,181.7263184
174250,244.8000031,,165704,180.9684143
174321,toLeft2,,165804,180.8000031
174452,245.0526276,,165904,180.5473633
174552,243.7052612,,166104,180.4631653
174755,244.8000031,,166204,180.6315613
175054,246.3999939,,166405,180.2947235
175154,246.3157806,,166505,181.5578918
175354,247.8315887,,166705,181.4736938
175454,248.421051,,166808,181.3052521
175655,247.9157867,,166808,toLeft1
175763,248.5894775,,166906,181.3894806
175956,247.9157867,,167107,181.8105316
176257,248.421051,,167207,180.6315613
176362,240.6736908,,167407,181.8105316
176558,236.884201,,167507,181.0526276
176658,85.97895813,,167708,179.9578857
176858,163.7052612,,167808,181.0526276
177059,238.0631714,,167908,180.9684143
177159,244.042099,,168108,180.378952
177359,247.578949,,168209,180.042099
177460,249.0105133,,168409,179.5368347
177660,249.0947418,,168509,178.7789612
177760,249.1789551,,168710,178.6105194
177961,247.9999847,,168810,177.5999908
178061,249.0947418,,168910,178.1052704
178261,245.9789429,,169110,179.9578857
178362,245.7263184,,169210,179.621048
178562,245.0526276,,169411,178.1894684
178662,244.1263275,,169511,179.7052612
178863,243.7052612,,169711,179.7894897
178830,toLeft3,,169812,179.9578857
178975,244.5473633,,170113,181.1368561
179163,243.9578857,,170213,180.7157898
179263,245.0526276,,170413,181.2210541
179464,245.3052521,,170514,180.9684143
179564,245.3894806,,170714,181.0526276
179764,245.2210541,,170814,180.9684143
179864,246.5684204,,171014,182.3999939
180065,247.663147,,171114,183.0736847
180165,248.2526245,,171215,183.2421112
180365,247.9999847,,171415,181.5578918
180465,248.8421173,,171515,178.1894684
180666,247.578949,,171716,77.05264282
180766,247.9157867,,171816,123.1999969
180966,242.4421082,,172016,181.5578918
181066,238.7368469,,172116,184.5894775
181267,121.6842194,,172216,185.2631531
181367,86.98947144,,172417,185.6842041
181567,232.421051,,172517,185.4315796
181668,241.3473663,,172717,184.1684265
181868,246.6526184,,172818,181.6420898
181968,248.2526245,,173018,179.8736877
182169,248.5894775,,173118,178.0210571
182269,248.421051,,173218,178.3578949
182469,248.5052795,,173419,180.7157898
182569,244.9684143,,173519,181.3052521
182770,244.6315613,,173719,180.2947235
182870,244.8000031,,173820,180.6315613
183170,243.7894897,,174020,181.4736938
183371,245.0526276,,174120,180.1263275
183442,toLeft4,,174321,toLeft2
183471,245.4736938,,174321,180.2947235
183671,245.6420898,,174421,179.7052612
183772,245.0526276,,174521,179.1999969
183972,245.5578918,,174722,177.5999908
184072,246.3157806,,174822,178.6105194
184272,246.2315826,,175022,177.9368286
184373,246.4842224,,175122,178.0210571
184573,247.578949,,175323,178.1052704
184674,248.9263153,,175423,179.2841949
184974,248.5052795,,175523,180.378952
185174,248.9263153,,175723,180.4631653
185375,246.4842224,,175824,181.1368561
185475,237.7263336,,176024,180.9684143
185675,195.4526215,,176124,181.7263184
185776,71.91578674,,176325,181.9789429
185976,217.7684174,,176425,183.2421112
186076,237.2210388,,176525,182.9894562
186276,244.042099,,176725,181.3052521
186377,246.4842224,,176826,177.6842041
186577,248.2526245,,177026,97.17895508
186677,248.5052795,,177126,102.3157959
186978,248.1684265,,177327,178.3578949
187178,246.8210602,,177427,183.663147
187279,245.3052521,,177527,184.8421173
187479,244.8842163,,177727,184.1684265
187579,245.0526276,,177829,182.9894562
187756,toLeft5,,178028,180.4631653
187780,245.3052521,,178128,179.3684235
187885,245.3894806,,178329,178.1052704
188082,245.1368561,,178429,178.3578949
188182,245.8105316,,178530,179.1999969
188389,245.7263184,,178730,180.4631653
188482,246.1473846,,178830,178.6947327
188683,247.9157867,,178830,toLeft3
188790,248.3368378,,179030,179.3684235
188983,248.2526245,,179131,179.1999969
189083,249.2631531,,179431,177.7684326
189284,248.8421173,,179633,177.4315948
189388,248.5894775,,179733,178.1894684
189585,244.7157898,,179835,178.0210571
189685,236.9684143,,180033,179.2841949
189892,202.5263062,,180133,179.7894897
189986,67.957901,,180338,179.9578857
190186,208.7579041,,180434,180.2105255
190298,237.3052673,,180634,180.2947235
190489,240.5894623,,180735,180.8842163
190602,246.2315826,,180842,181.2210541
190791,247.2421112,,181035,182.3999939
190904,248.0842133,,181135,183.4105225
191093,248.2526245,,181344,180.6315613
191206,248.8421173,,181436,177.9368286
191393,249.1789551,,181636,100.4631653
191509,247.663147,,181736,124.8842163
191694,245.2210541,,181849,181.7263184
191811,245.0526276,,182037,183.578949
191994,245.5578918,,182138,183.0736847
192113,245.2210541,,182351,180.7157898
192163,toLeft6,,182440,179.621048
192303,244.5473633,,182640,178.6105194
192416,245.0526276,,182740,177.6842041
192597,244.9684143,,182862,179.7052612
192718,245.2210541,,183041,179.7894897
192898,245.8105316,,183147,180.9684143
193020,246.8210602,,183342,180.2105255
193198,247.7473755,,183442,toLeft4
193323,247.8315887,,183442,179.8736877
193499,248.421051,,183644,179.7894897
193699,248.1684265,,183746,178.4421082
193821,249.3473511,,183945,177.5157928
194000,248.0842133,,184049,178.2736664
194200,239.5789337,,184150,177.8526306
194401,238.0631714,,184346,177.5999908
194501,133.2210541,,184452,177.7684326
194701,64.42105103,,184647,179.7052612
194801,202.2736816,,184755,179.5368347
195002,236.9684143,,184947,179.9578857
195102,241.2631531,,185057,179.8736877
195302,246.2315826,,185158,180.2105255
195403,246.5684204,,185348,181.6420898
195603,248.9263153,,185459,181.3052521
195703,249.1789551,,185649,180.2947235
195904,247.663147,,185761,177.6842041
196004,246.7368469,,185949,176.9263
196204,245.8105316,,186063,72.75790405
196304,244.8000031,,186164,114.6105347
196505,243.8736877,,186450,173.7263184
196605,243.5368347,,186550,181.4736938
196805,244.6315613,,186751,182.2315826
196905,245.3894806,,186851,183.1578979
196772,toLeft7,,187052,180.5473633
197106,245.4736938,,187152,178.4421082
197206,245.5578918,,187252,177.8526306
197406,245.6420898,,187453,178.1894684
197506,247.4105225,,187553,179.1999969
197707,246.8210602,,187756,178.5263214
197807,248.5894775,,187756,toLeft5
198007,248.421051,,187854,178.3578949
198108,248.2526245,,188054,178.1052704
198308,248.3368378,,188154,178.1894684
198408,249.0105133,,188255,177.5157928
198608,248.1684265,,188455,178.6105194
198709,237.6421051,,188555,178.2736664
198909,202.4421082,,188756,176.9263
199009,57.26315308,,188856,178.5263214
199210,157.2210541,,189056,179.9578857
199310,233.4315796,,189156,179.5368347
199510,239.9157715,,189357,180.5473633
199610,243.9578857,,189457,180.9684143
199811,246.7368469,,189557,181.3052521
199911,248.7578888,,189858,181.4736938
200111,248.9263153,,190058,180.5473633
200212,249.0947418,,190158,175.0737
200412,246.4842224,,190359,157.2210541
200913,245,,190459,50.02105713
201043,25.6842041,,190659,128
201082,toLeft8,,190760,173.4736786
201221,245.1368561,,190860,180.8842163
201317,243.5368347,,191060,183.494751
201517,245.6420898,,191161,182.4842224
201617,244.8000031,,191361,181.5578918
201818,245.0526276,,191461,180.7157898
201918,247.4105225,,191562,178.0210571
202219,247.578949,,191762,177.3473663
202419,248.2526245,,191862,177.7684326
202525,248.8421173,,192063,177.4315948
202720,245.7263184,,192163,177.0105286
202820,237.6421051,,192163,toLeft6
203022,238.4000092,,192363,178.2736664
203122,98.18948364,,192463,178.4421082
203324,95.66316223,,192564,177.5157928
203424,219.53685,,192764,178.4421082
203627,234.7789459,,192864,177.8526306
203728,238.2315674,,193065,178.3578949
203928,244.042099,,193165,177.9368286
204034,246.4842224,,193365,179.7052612
204229,248.2526245,,193466,179.9578857
204329,248.7578888,,193566,180.1263275
204547,248.3368378,,193766,180.8000031
204730,247.663147,,193866,181.1368561
204831,246.3157806,,194066,181.4736938
205040,245.7263184,,194167,181.8105316
205131,244.9684143,,194367,181.7263184
205332,245.7263184,,194467,180.9684143
205432,244.8000031,,194668,177.5999908
205398,toLeft9,,194768,176.9263
205633,246.0631561,,194868,107.115799
205733,245.7263184,,195068,61.47367859
205934,244.7157898,,195169,193.8526306
206054,245.8105316,,195369,178.0210571
206234,246.6526184,,195469,183.7473755
206334,248.3368378,,195670,182.3999939
206535,247.2421112,,195770,181.7263184
206635,249.1789551,,195870,180.2947235
206835,248.3368378,,196071,177.9368286
206935,248.8421173,,196171,178.2736664
207136,248.1684265,,196371,177.3473663
207236,246.3157806,,196471,177.2631531
207437,236.1263123,,196671,177.5999908
207537,154.1894684,,196772,177.2631531
207737,79.66316223,,196772,toLeft7
207838,222.6526337,,196872,177.5999908
208038,233.1789398,,197073,178.3578949
208139,242.4421082,,197173,177.5999908
208339,246.5684204,,197373,178.1052704
208451,248.421051,,197473,178.3578949
208642,248.5894775,,197674,179.1999969
208743,248.8421173,,197874,179.621048
208943,248.2526245,,198074,178.7789612
209043,247.4105225,,198174,180.8000031
209244,245.3052521,,198375,180.2947235
209344,245.8105316,,198475,180.8842163
209544,245.3894806,,198675,181.8105316
209646,245.0526276,,198776,182.1473846
209845,245.3052521,,198976,181.4736938
209905,toLeft10,,199076,177.6842041
209945,245.6420898,,199176,175.9157715
210150,244.5473633,,199377,65.85263062
210250,244.6315613,,199477,136.6736908
210451,245.3052521,,199677,176.0842285
210565,245.6420898,,199778,181.4736938
210753,245.8105316,,199978,181.2210541
210854,247.7473755,,200079,181.5578918
211053,248.421051,,200179,180.4631653
211154,249.0105133,,200380,178.1894684
211355,248.421051,,200481,177.7684326
211455,249.0947418,,200781,178.4421082
211655,248.5052795,,200982,177.3473663
211778,246.4842224,,201082,179.4526367
211956,240.7579041,,201082,toLeft8
212056,222.0631409,,201193,178.6105194
212260,69.30526733,,201383,179.621048
212462,167.3263092,,201488,178.1894684
212566,234.4421082,,201683,177.7684326
212663,240.5052643,,201783,178.2736664
212862,244.9684143,,201993,177.5999908
213063,248.7578888,,202085,177.9368286
213163,247.9157867,,202185,179.2841949
213364,249.0947418,,202385,179.1999969
213666,248.2526245,,202498,180.378952
213790,245.8947296,,202686,180.8842163
213967,244.8000031,,202786,180.378952
214268,244.5473633,,203000,181.1368561
214396,244.8000031,,203088,180.8000031
214569,245.2210541,,203287,177.0105286
214669,244.6315613,,203387,174.9052582
214870,244.7157898,,203489,150.8210602
214970,243.9578857,,203688,44.63157654
215170,244.8000031,,203790,149.1368408
215286,243.9578857,,203989,174.7368469
215472,245.4736938,,204093,181.8105316
215575,244.5473633,,204289,181.6420898
215773,245.1368561,,204433,181.5578918
215918,upLeft1,,204495,181.1368561
216073,245.3052521,,204690,178.2736664
216177,245.8105316,,204814,177.2631531
216375,243.1999969,,204990,177.4315948
216501,245.4736938,,205100,177.7684326
216677,245.3894806,,205291,178.0210571
216786,245.8947296,,205398,177.5999908
216982,245.7263184,,205398,toLeft9
217113,245.8105316,,205507,177.7684326
217283,245.8947296,,205697,177.6842041
217390,247.9157867,,205804,177.5999908
217587,247.2421112,,205998,177.6842041
217687,248.421051,,206298,178.1052704
217888,245.9789429,,206409,178.5263214
217988,243.7894897,,206510,179.5368347
218191,201.0947418,,206699,179.1999969
218315,39.49473572,,206813,180.8000031
218493,13.22105408,,207000,181.2210541
218607,4.463165283,,207114,181.0526276
218795,69.13684082,,207300,181.5578918
218925,251.7894745,,207416,181.3052521
219097,245.7263184,,207517,180.8842163
219214,245.4736938,,207701,177.1789398
219404,246.5684204,,207901,165.8947296
219521,248.7578888,,208102,51.62104797
219705,249.0947418,,208202,126.7368469
219806,248.3368378,,208402,177.5999908
220006,248.6736755,,208502,181.6420898
220106,249.2631531,,208703,182.3157806
220307,248.5052795,,208803,181.4736938
220429,247.4105225,,208903,180.6315613
220608,245.3052521,,209104,177.3473663
220714,244.9684143,,209204,176.6736908
220909,245.2210541,,209404,177.6842041
221012,244.8842163,,209505,177.8526306
221511,245.0526276,,209705,178.3578949
221611,245.3894806,,209805,179.5368347
221730,upLeft2,,209905,177.4315948
221812,245.4736938,,209905,toLeft10
222013,245.5578918,,210105,177.9368286
222117,245.3052521,,210206,177.5157928
222315,245.1368561,,210406,177.8526306
222446,246.3999939,,210506,178.4421082
222616,247.7473755,,210707,178.6947327
222723,248.1684265,,210807,177.5999908
222919,248.421051,,210907,179.2841949
223025,247.9999847,,211107,179.7052612
223222,247.9157867,,211207,180.378952
223327,195.5368347,,211408,181.3052521
223527,20.12631226,,211508,181.4736938
223633,22.65263367,,211809,181.8105316
223828,233.1789398,,212109,181.2210541
223955,243.7894897,,212209,182.0631561
224129,246.7368469,,212410,178.0210571
224238,247.7473755,,212510,174.9052582
224435,248.6736755,,212710,69.05264282
224535,248.3368378,,212810,122.8631592
224734,248.6736755,,213011,176.2526245
224837,248.5052795,,213111,181.7263184
225035,248.8421173,,213211,182.3157806
225141,248.3368378,,213412,182.2315826
225338,247.3263092,,213512,181.3052521
225443,245.8105316,,213712,179.621048
225638,245.4736938,,213812,177.7684326
225739,245.8105316,,214013,177.1789398
225939,245.3894806,,214113,179.5368347
226072,244.6315613,,214213,180.5473633
226240,244.5473633,,214413,180.9684143
226400,245.3894806,,214514,180.8000031
226348,upLeft3,,214716,180.9684143
226540,245.8105316,,214816,181.0526276
226842,244.9684143,,215016,180.8842163
226982,245.2210541,,215117,180.8000031
227142,246.5684204,,215217,180.2947235
227266,247.8315887,,215517,180.4631653
227443,248.3368378,,215718,179.1999969
227589,249.1789551,,215818,179.621048
227743,248.421051,,215918,upLeft1
227856,249.3473511,,216018,179.5368347
228044,247.8315887,,216119,180.4631653
228195,156.378952,,216219,180.2947235
228345,11.70526123,,216419,180.2105255
228545,68.29473877,,216519,180.2947235
228672,273.8526306,,216720,180.042099
228785,245.3894806,,216820,178.6105194
228946,247.7473755,,217020,179.4526367
229074,249.0947418,,217121,177.5999908
229248,247.7473755,,217221,178.4421082
229447,248.6736755,,217421,177.6842041
229650,248.9263153,,217521,179.1999969
229749,248.8421173,,217722,180.2105255
229949,248.3368378,,217822,180.8000031
230050,246.3157806,,218022,181.3052521
230251,245.3052521,,218122,181.2210541
230551,245.4736938,,218323,182.9894562
230752,245.7263184,,218423,181.8947296
230853,244.042099,,218523,183.9157867
230858,upLeft4,,218723,184.0842133
231053,245.2210541,,219024,177.8526306
231354,245.0526276,,219124,68.54737854
231454,244.9684143,,219325,193.3473663
231655,245.7263184,,219425,181.5578918
231756,246.7368469,,219525,182.9894562
231957,247.663147,,219725,184.0842133
232058,248.2526245,,219826,184.1684265
232258,248.9263153,,220026,184.8421173
232360,247.9999847,,220127,184.421051
232560,248.0842133,,220327,181.8105316
232661,248.421051,,220427,180.378952
232862,246.4842224,,220527,178.5263214
232962,174.0631714,,220727,178.6947327
233163,18.77894592,,220828,180.4631653
233263,39.83157349,,221028,180.2105255
233463,227.1999969,,221128,179.8736877
233564,242.5263214,,221329,179.9578857
233764,245.5578918,,221429,180.2947235
233864,244.9684143,,221529,179.621048
234065,245.7263184,,221730,upLeft2
234165,247.2421112,,221730,179.5368347
234366,248.6736755,,221830,180.042099
234466,248.2526245,,222030,180.2105255
234666,248.421051,,222134,178.7789612
234766,249.1789551,,222331,177.2631531
234967,248.5052795,,222431,178.6105194
235067,246.8210602,,222640,179.5368347
235267,245.0526276,,222731,180.2105255
235370,244.5473633,,222832,180.5473633
235669,243.1999969,,223032,182.9052582
235869,243.8736877,,223134,183.4105225
235868,upLeft5,,223332,184.0842133
235991,245.1368561,,223433,184.7578888
236271,245.4736938,,223733,184.3368378
236471,245.3052521,,223835,107.3684235
236571,245.0526276,,224035,180.6315613
236771,245.3052521,,224150,183.9157867
236874,245.4736938,,224337,183.4105225
237072,246.8210602,,224439,184.7578888
237172,247.9999847,,224652,185.5157928
237387,248.0842133,,224739,184.8421173
237473,248.9263153,,224868,185.4315796
237673,248.5052795,,225039,182.2315826
237773,245.3052521,,225143,179.7894897
237974,153.6842041,,225343,178.5263214
238074,20.80000305,,225443,179.621048
238274,126.0631561,,225643,180.042099
238375,237.9789429,,225751,180.6315613
238575,241.6842041,,225859,180.2105255
238675,245.3894806,,226046,180.042099
238880,246.0631561,,226175,181.0526276
238976,249.1789551,,226348,180.4631653
239176,249.2631531,,226348,upLeft3
239277,248.421051,,226454,180.2105255
239478,249.0105133,,226650,179.1999969
239678,248.7578888,,226751,179.4526367
239779,248.8421173,,226950,180.1263275
239979,248.2526245,,227055,178.1052704
240080,249.5157928,,227156,178.2736664
240280,245.8105316,,227351,178.5263214
