Time,Lux
1469072377603,0.0
1469072377782,0.0
1469072377963,0.0
1469072378136,0.0
1469072378321,0.0
1469072378501,0.0
1469072378680,0.0
1469072378859,0.0
1469072379039,0.0
1469072379218,0.0
1469072379398,0.0
1469072379577,0.0
1469072379757,0.0
1469072379937,0.0
1469072380117,0.0
1469072380297,0.0
1469072380475,0.0
1469072380650,0.0
1469072380831,0.0
1469072381015,0.0
1469072381193,0.0
1469072381372,0.0
1469072381553,0.0
1469072381732,0.0
1469072381912,0.0
1469072382088,0.0
1469072382272,0.0
1469072382452,0.0
1469072382629,0.0
1469072382809,0.0
1469072382989,0.0
1469072383169,0.0
1469072383349,0.0
1469072383526,0.0
1469072383707,0.0
1469072383888,0.0
1469072384066,0.0
1469072384245,0.0
1469072384425,0.0
1469072384605,0.0
1469072384786,0.0
1469072384964,0.0
1469072385145,0.0
1469072385323,0.0
1469072385504,0.0
1469072385683,0.0
1469072385863,0.0
1469072386042,0.0
1469072386222,0.0
1469072386402,0.0
1469072386581,0.0
1469072386761,0.0
1469072386940,0.0
1469072387120,0.0
1469072387296,0.0
1469072387478,0.0
1469072387658,0.0
1469072387838,0.0
1469072388018,0.0
1469072388197,0.0
1469072388377,0.0
1469072388555,0.0
1469072388738,0.0
1469072388916,0.0
1469072389095,0.0
1469072389275,0.0
1469072389453,0.0
1469072389633,0.0
1469072389812,0.0
1469072389990,0.0
1469072390173,0.0
1469072390352,0.0
1469072390532,0.0
1469072390712,0.0
1469072390890,0.0
1469072391070,0.0
1469072391249,0.0
1469072391429,0.0
1469072391609,0.0
1469072391788,0.0
1469072391969,0.0
1469072392147,0.0
1469072392324,0.0
1469072392507,0.0
1469072392685,0.0
1469072392865,0.0
1469072393046,0.0
1469072393226,0.0
1469072393406,0.0
1469072393585,0.0
1469072393764,0.0
1469072393940,0.0
1469072394123,0.0
1469072394303,0.0
1469072394482,0.0
1469072394662,0.0
1469072394842,0.0
1469072395022,0.0
1469072395201,0.0
1469072395381,0.0
1469072395560,0.0
1469072395739,0.0
1469072395919,0.0
1469072396098,0.0
1469072396278,0.0
1469072396458,0.0
1469072396637,0.0
1469072396814,0.0
1469072396997,0.0
1469072397175,0.0
1469072397356,0.0
1469072397535,0.0
1469072397716,0.0
1469072397894,0.0
1469072398073,0.0
1469072398253,0.0
1469072398432,0.0
1469072398613,0.0
1469072398792,0.0
1469072398972,0.0
1469072399152,0.0
1469072399332,0.0
1469072399511,0.0
1469072399690,0.0
1469072399869,0.0
1469072400045,0.0
1469072400224,0.0
1469072400404,0.0
1469072400584,0.0
1469072400763,0.0
1469072400943,0.0
1469072401122,0.0
1469072401304,0.0
1469072401486,0.0
1469072401661,0.0
1469072401845,0.0
1469072402024,0.0
1469072402203,0.0
1469072402383,0.0
1469072402564,0.0
1469072402743,0.0
1469072402922,0.0
1469072403102,0.0
1469072403282,0.0
1469072403461,0.0
1469072403640,0.0
1469072403820,0.0
1469072404000,0.0
1469072404179,0.0
1469072404354,0.0
1469072404538,0.0
1469072404718,0.0
1469072404898,0.0
1469072405077,0.0
1469072405257,0.0
1469072405436,0.0
1469072405617,0.0
1469072405796,0.0
1469072405975,0.0
1469072406155,0.0
1469072406334,0.0
1469072406509,0.0
1469072406688,0.0
1469072406869,0.0
1469072407052,0.0
1469072407232,0.0
1469072407412,0.0
1469072407592,0.0
1469072407770,0.0
1469072407951,0.0
1469072408130,0.0
1469072408309,0.0
1469072408488,0.0
1469072408670,0.0
1469072408847,0.0
1469072409029,0.0
1469072409206,0.0
1469072409386,0.0
1469072409566,0.0
1469072409746,0.0
1469072409925,0.0
1469072410106,0.0
1469072410285,0.0
1469072410465,0.0
1469072410645,0.0
1469072410825,0.0
1469072411005,0.0
1469072411183,0.0
1469072411363,0.0
1469072411542,0.0
1469072411717,0.0
1469072411901,0.0
1469072412081,0.0
1469072412260,0.0
1469072412440,0.0
1469072412618,0.0
1469072412799,0.0
1469072412978,0.0
1469072413158,0.0
1469072413338,0.0
1469072413517,0.0
1469072413697,0.0
1469072413876,0.0
1469072414056,0.0
1469072414236,0.0
1469072414416,0.0
1469072414595,0.0
1469072414773,0.0
1469072414955,0.0
1469072415133,0.0
1469072415313,0.0
1469072415492,0.0
1469072415672,0.0
1469072415852,0.0
1469072416032,0.0
1469072416212,0.0
1469072416389,0.0
1469072416571,0.0
1469072416749,0.0
1469072416925,0.0
1469072417107,0.0
1469072417289,0.0
1469072417467,0.0
1469072417646,0.0
1469072417826,0.0
1469072418006,0.0
1469072418185,0.0
1469072418366,0.0
1469072418546,0.0
1469072418725,0.0
1469072418904,0.0
1469072419085,0.0
1469072419263,0.0
1469072419443,0.0
1469072419623,0.0
1469072419803,0.0
1469072419982,0.0
1469072420161,0.0
1469072420341,0.0
1469072420521,0.0
1469072420697,0.0
1469072420878,0.0
1469072421060,0.0
1469072421239,0.0
1469072421419,0.0
1469072421598,0.0
1469072421778,0.0
1469072421957,0.0
1469072422137,0.0
1469072422317,0.0
1469072422495,0.0
1469072422675,0.0
1469072422855,0.0
1469072423035,0.0
1469072423214,0.0
1469072423393,0.0
1469072423574,0.0
1469072423750,0.0
1469072423928,0.0
1469072424111,0.0
1469072424291,0.0
1469072424473,0.0
1469072424651,0.0
1469072424830,0.0
1469072425011,0.0
1469072425188,0.0
1469072425368,0.0
1469072425547,0.0
1469072425728,0.0
1469072425909,0.0
1469072426086,0.0
1469072426266,0.0
1469072426446,0.0
1469072426626,0.0
1469072426806,0.0
1469072426985,0.0
1469072427165,0.0
1469072427345,0.0
1469072427524,0.0
1469072427704,0.0
1469072427883,0.0
1469072428063,0.0
1469072428242,0.0
1469072428422,0.0
1469072428601,0.0
1469072428780,0.0
1469072428960,0.0
1469072429136,0.0
1469072429320,0.0
1469072429500,0.0
1469072429680,0.0
1469072429858,0.0
1469072430038,0.0
1469072430218,0.0
1469072430396,0.0
1469072430577,0.0
1469072430755,0.0
1469072430935,0.0
1469072431116,0.0
1469072431295,0.0
1469072431475,0.0
1469072431653,0.0
1469072431833,0.0
1469072432012,0.0
1469072432192,0.0
1469072432372,0.0
1469072432552,0.0
1469072432733,0.0
1469072432911,0.0
1469072433091,0.0
1469072433271,0.0
1469072433449,0.0
1469072433629,0.0
1469072433808,0.0
1469072433987,0.0
1469072434167,0.0
1469072434347,0.0
1469072434524,0.0
1469072434706,0.0
1469072434886,0.0
1469072435065,0.0
1469072435245,0.0
1469072435426,0.0
1469072435605,0.0
1469072435785,0.0
1469072435964,0.0
1469072436143,0.0
1469072436323,0.0
1469072436503,0.0
1469072436682,0.0
1469072436862,0.0
1469072437041,0.0
1469072437221,0.0
1469072437399,0.0
1469072437581,0.0
1469072437760,0.0
1469072437940,0.0
1469072438120,0.0
1469072438299,0.0
1469072438478,0.0
1469072438658,0.0
1469072438838,0.0
1469072439016,0.0
1469072439197,0.0
1469072439377,0.0
1469072439555,0.0
1469072439735,0.0
1469072439913,0.0
1469072440095,0.0
1469072440275,0.0
1469072440453,0.0
1469072440633,0.0
1469072440808,0.0
1469072440993,0.0
1469072441173,0.0
1469072441352,0.0
1469072441533,0.0
1469072441711,0.0
1469072441892,0.0
1469072442071,0.0
1469072442248,0.0
1469072442430,0.0
1469072442609,0.0
1469072442789,0.0
1469072442969,0.0
1469072443146,0.0
1469072443326,0.0
1469072443506,0.0
1469072443684,0.0
1469072443865,0.0
1469072444045,0.0
1469072444224,0.0
1469072444405,0.0
1469072444583,0.0
1469072444763,0.0
1469072444943,0.0
1469072445122,0.0
1469072445302,0.0
1469072445482,0.0
1469072445662,0.0
1469072445841,0.0
1469072446021,0.0
1469072446200,0.0
1469072446380,0.0
1469072446563,0.0
1469072446736,0.0
1469072446918,0.0
1469072447098,0.0
1469072447278,0.0
1469072447457,0.0
1469072447637,0.0
1469072447815,0.0
1469072447996,0.0
1469072448176,0.0
1469072448355,0.0
1469072448534,0.0
1469072448715,0.0
1469072448893,0.0
1469072449073,0.0
1469072449253,0.0
