nullAD,DA,1638220348
DA,DA,2390824760
BC,BC,2764628613
DB,DB,3153332360
DC,DC,3515536138
BA,BA,3928340016
BD,BD,4390944198
AC,AC,4823648681
AB,AB,5114251719

