waveCount,TotalWidth,tiltAve,deepest,class
1.0,336.474062,1.0821035503113983,0.9245283018867925,slash
1.0,798.759167,1.6209802073197128,0.9727463312368972,up
1.0,736.632032,-0.7142257801905253,0.9245283018867925,down
3.0,1276.378437,-6.2982406734432,0.9481327800829875,roll
1.0,1593.348229,-0.4321647566228966,0.9937106918238994,hide
1.0,205.954844,-3.899593821982193,0.9725738396624473,slash
1.0,871.397499,0.16623315424959728,0.9727463312368972,up
1.0,738.109999,-0.22621814568734422,0.9727463312368972,down
3.0,2013.651405,0.33771413748717916,0.960167714884696,roll
1.0,937.253177,1.0596005621934566,0.9832285115303984,hide
1.0,202.238802,3.359165563289811,0.9329140461215933,slash
1.0,1203.602551,-0.8277061949467933,0.939203354297694,up
1.0,537.966406,-0.002352521893675963,0.9725738396624473,down
2.0,1009.182396,-5.451476692366612,0.8631578947368421,roll
1.0,1008.226146,1.106651018659619,0.9789473684210527,hide
1.0,470.18901,-1.949453313506924,0.9368421052631579,slash
1.0,607.734583,0.35307833620806206,0.9620253164556962,up
1.0,939.515103,-1.0376502276808888,0.9726315789473684,down
3.0,1071.99302,-2.415109404413286,0.7854166666666667,roll
1.0,1074.050259,1.7940051918912678,0.9831578947368421,hide
1.0,198.365678,3.5109878951696887,0.9031578947368422,slash
1.0,605.377083,-0.32856331317005005,0.9831578947368421,up
1.0,671.751771,-0.004787741642565901,0.9621052631578947,down
2.0,1073.390417,2.5267881953290763,0.8294736842105264,roll
1.0,1061.371719,0.5101663258500972,0.9830508474576272,hide
1.0,535.747813,-2.3294575453014748,0.9831578947368421,slash
1.0,604.586406,2.3963446444603047,0.96,up
1.0,604.971197,0.37626917701110685,0.9768421052631578,down
3.0,1075.162604,-2.6520816190996257,0.8846960167714885,roll
1.0,937.357447,1.0429215149983788,0.9894736842105263,hide
1.0,200.152084,3.3017766459120446,0.9494736842105264,slash
1.0,671.949426,0.5601509231415762,0.9766949152542372,up
1.0,738.53552,0.23551339248550462,0.9726315789473684,down
3.0,1342.194374,-2.5629050260236803,0.8147368421052632,roll
1.0,939.691249,1.0456826711189837,0.9831578947368421,hide
1.0,200.182187,3.400319025072466,0.9597457627118644,slash
1.0,670.863854,5.75892067717021E-4,0.9831578947368421,up
1.0,807.969011,-0.3848038484937394,0.9768421052631578,down
3.0,1540.354634,0.5312651647606635,0.9245283018867925,roll
1.0,871.701509,0.16450240034475083,0.9831578947368421,hide
1.0,336.337343,-5.102189864104522,0.9726315789473684,slash
1.0,736.670313,-0.7840034434622372,0.9788135593220338,up
1.0,606.175573,-0.3739135944198597,0.9768421052631578,down
3.0,1074.145051,-2.6676984489445883,0.8846960167714885,roll
1.0,1004.223229,0.6948622505310571,0.989406779661017,hide
1.0,268.766407,-0.016586707514207877,0.6463157894736842,slash
1.0,610.729843,1.1699570865710798,0.9766949152542372,up
1.0,670.407812,0.007296813172932293,0.9831578947368421,down
3.0,1613.652187,0.5697803616601893,0.9642105263157895,roll
1.0,1141.203854,-0.5299440297113632,0.989406779661017,hide

