waveCountForSingle,TotalWidth,tiltAve,variance,sd,deepest/totalTop,class

waveCountForSingle,TotalWidth,tiltAve,variance,sd,deepest/totalTop,class

waveCountForSingle,TotalWidth,tiltAve,variance,sd,deepest/totalTop,class

